geneID	score
TRPC1	0.12
UCP2	0.12
TRIM63	0.12
CAV1	0.2
CAV3	0.12
CCND2	0.12
MYOCD	0.12
AKAP5	0.12
MFN2	0.12
FBLN5	0.12
PPARGC1A	0.123724241339004
CMTM7	0.122367031978602
CRP	0.121900093104562
CS	0.12
CSF2	0.12
CSF3	0.12027144187208
CTGF	0.121900093104562
ADRA2C	0.130553895402729
ADRB1	0.248111357926563
CYBB	0.12027144187208
ADRB3	0.202909915722763
OTUD7A	0.122367031978602
ACE	0.276795776931881
AGT	0.216525616588496
AGTR1	0.216816921503905
EDN1	0.217545370728361
EPHX2	0.12027144187208
ALB	0.12027144187208
GATM	0.12027144187208
GCG	0.12
MSTN	0.20027144187208
NOX1	0.12
GPX4	0.12
CXCL2	0.12
GSK3B	0.12
NRG1	0.121085767488321
HIF1A	0.201085767488321
HMOX1	0.120814325616241
APCS	0.12
HSPB1	0.12
HTR2B	0.2
IFNG	0.122638473850682
IL1B	0.121085767488321
IL6	0.205081450699405
INS	0.121085767488321
ITGB1	0.12
NR3C2	0.122442976848723
ATP1A3	0.12
NOS2	0.123724241339004
NOS3	0.127991366422168
ATP2A1	0.12
NPPA	0.202442976848723
NPPB	0.211430353192365
ATP2A2	0.202442976848723
NPR1	0.120542883744161
OLR1	0.12
NOX4	0.12027144187208
SERPINE1	0.12027144187208
PDPK1	0.12027144187208
GHRL	0.120542883744161
PIK3CG	0.121357209360402
PLAT	0.12
POMC	0.122638473850682
PPP1R1A	0.121085767488321
AVP	0.120814325616241
AVPR2	0.12027144187208
MAP2K7	0.12
PRL	0.122638473850682
PSEN1	0.12027144187208
PTH	0.12
PTGS1	0.12
PTGS2	0.12027144187208
RAC1	0.2
REN	0.131596055629332
SLC9A1	0.123267233986628
SOD1	0.12
SOD2	0.12
SOD3	0.12
TNF	0.223884341699657
TNFRSF1A	0.120542883744161
TNNT2	0.12027144187208
VEGFA	0.126905598933846
VWF	0.12
XDH	0.12027144187208
NRIP1	0.12
CAT	0.12027144187208
UCN2	0.12
ADIPOQ	0.122367031978602
GDF15	0.120542883744161
PLAU	0.12
CITED2	0.12027144187208
PCSK5	0.12
PQBP1	0.12
MYH6	0.12590570783731
EPO	0.12
PCSK5	0.12
RIPK3	0.12
COL1A1	0.12
COL1A2	0.12
FCGR1A	0.12
PYCARD	0.12
HTR2B	0.2
IL1B	0.12
IL18	0.12
ITGB2	0.12
JAK2	0.12
LCN2	0.12
LSP1	0.12
NOTCH1	0.12
PTPN6	0.12
BGLAP	0.12
CCL2	0.12
SPN	0.12
SPP1	0.12
TIMP1	0.12
C6	0.12
COL18A1	0.12
CASP3	0.12
LY86	0.12
ADAMTSL2	0.12
TRPV1	0.12027144187208
FOS	0.12
IL1A	0.2
IL1B	0.12
IL6	0.12
IL10	0.12
JUN	0.12
NFKB1	0.12
NFKB2	0.12
REL	0.12
RELA	0.12
RELB	0.12
TNF	0.12
IDH1	0.120542883744161
IDH2	0.12027144187208
PTEN	0.12027144187208
NAB2	0.12
STAT6	0.12
CSF3	0.12
CTNNB1	0.12
FLT1	0.12
GJA4	0.120542883744161
ANGPT2	0.12
HRAS	0.123267233986628
JUN	0.12
KDR	0.121085767488321
KRAS	0.123538675858708
MYC	0.123528744337044
PLCG1	0.120814325616241
PTPRB	0.120542883744161
CCND1	0.12
TEK	0.12027144187208
TP53	0.203800186209124
VEGFA	0.121628651232482
VEGFC	0.12
COL18A1	0.12
KLF1	0.12
ALAD	0.12
FAS	0.12
MTHFR	0.132192478156875
MTR	0.122367031978602
GAR1	0.12
SLC4A1	0.12
XK	0.12
S100B	0.2
PLAT	0.12
F7	0.12
ASPG	0.12
LMX1B	0.12
PLAU	0.12
POMC	0.12
CGA	0.12
CP	0.123538675858708
HFE2	0.170151697246182
SLC40A1	0.152338765820803
HFE	0.36
HP	0.120542883744161
SLC11A2	0.126448591581471
HAMP	0.167463565787179
BMP2	0.122367031978602
BMP6	0.12027144187208
AKR1D1	0.12
TFR2	0.145860379674339
TNF	0.130553895402729
HBB	0.122367031978602
HBB	0.127643979679967
HBB	0.262888331778182
PIGT	0.12
PIGA	0.125448700484934
G6PD	0.129468127914408
SLC40A1	0.12
HMOX1	0.12
HP	0.12
ATP7A	0.12
SOD1	0.12
NQO1	0.12
EPO	0.12
ALB	0.12
IL1A	0.12
IL1B	0.12
IL6	0.12027144187208
TNF	0.12
F8	0.611281883022129
F9	0.156655922384157
CYP2C9	0.153495765964294
F2	0.21183515989301
F7	0.127458414199671
FOS	0.12
IL11	0.12
ITGB3	0.122367031978602
SERPINA1	0.12
PLAT	0.12
PLAU	0.12
PODXL	0.12
POMC	0.12
REN	0.12
BDKRB2	0.12
P2RY12	0.122367031978602
VKORC1	0.14367031978602
FERMT3	0.12
F7	0.122909915722763
GNAS	0.12
TBXA2R	0.12
CLEC5A	0.120542883744161
MICB	0.120542883744161
PLCE1	0.122638473850682
PON1	0.12027144187208
GABRA1	0.20027144187208
GABRB1	0.2
GABRG2	0.20027144187208
GC	0.12
GLUL	0.12
LTA	0.12
MAOA	0.12027144187208
MAOB	0.12027144187208
NOS1	0.2
OPRM1	0.12
PRKDC	0.12
TSPO	0.12
TNF	0.12
OCLN	0.12
CSF3	0.12
PARP1	0.12027144187208
ALB	0.123538675858708
F2R	0.12
GABRG3	0.12
GNMT	0.12
GZMB	0.12027144187208
HMOX1	0.12
IFNG	0.120542883744161
FASLG	0.12027144187208
INS	0.12027144187208
LOC400499	0.12
CASC15	0.12
ENPP2	0.12
ATP7B	0.122995792114547
SPARC	0.12
TF	0.2
SYT16	0.12
CAT	0.12
NAV2	0.12
KEAP1	0.12
CYP2A6	0.12
GRIN2A	0.122638473850682
HLA-DPA1	0.122714418720803
HLA-DPB1	0.132334436375453
HP	0.120542883744161
IFNA1	0.134114977348176
IFNA2	0.128891568430193
IFNAR2	0.120814325616241
IFNB1	0.121357209360402
IFNG	0.161248028122783
IFNGR1	0.12027144187208
IL10RB	0.120814325616241
LOX	0.12
LOXL2	0.12
SLC10A1	0.122171534976642
UBE2L3	0.12027144187208
CCL5	0.12027144187208
TNF	0.132082857546701
UBD	0.12
H19	0.12
LCN2	0.12
TFF3	0.12
COX17	0.12
CP	0.12
COMMD1	0.120542883744161
GNMT	0.120542883744161
GPX1	0.12
HGF	0.126263026101175
IFNA2	0.123257302464964
KRT7	0.12
KRT19	0.120542883744161
SMAD2	0.12
MET	0.12
MKI67	0.12
MT1A	0.12
ATOX1	0.12
ATP7A	0.12
ACTA2	0.12
SOD1	0.12
STAT3	0.12
TGFB1	0.123538675858708
CASP3	0.12
CAT	0.12
CCS	0.12
COL4A1	0.12
COL4A2	0.12
CCR5	0.158739037925604
CYP2A6	0.12027144187208
CYP3A4	0.120542883744161
DDX58	0.125352892571485
IFNL3	0.220488369584746
HFE	0.161291635384502
IFNA2	0.142453730512544
IFNG	0.149346854881317
LOX	0.12
LOXL2	0.12
LPL	0.12
OPRM1	0.12
PTPRC	0.125362824093149
SCARB1	0.133807316692631
CD81	0.177552691487409
CP	0.126243163057847
AHCY	0.12
A2M	0.12
ANXA5	0.2
APOE	0.122367031978602
IL6	0.12027144187208
CXCL8	0.12
IL10	0.12027144187208
LOX	0.122995792114547
LOXL2	0.122724350242467
ASMT	0.12
NDUFB7	0.12
ATP7B	0.819304708307586
SDHAF2	0.12
PPP3CA	0.12
PPP3CB	0.12
PRNP	0.128001297943832
ANKS1B	0.12
HAMP	0.12
BHMT	0.12
SNCA	0.12
TIMP1	0.12
TNF	0.12027144187208
CAMK2A	0.12
CYP1A2	0.12
LEPR	0.12
TRIM37	0.12
PEPD	0.12
PPARA	0.120542883744161
SLC29A3	0.12
NR1I2	0.12
ATG5	0.12
ADAMTSL2	0.12
NR1I3	0.12
EDN1	0.12
HMOX1	0.12027144187208
F12	0.123257302464964
KNG1	0.128143256162409
SERPING1	0.162636236959936
CFTR	0.12
AGT	0.122724350242467
EDN1	0.12
EDNRA	0.12
EDNRB	0.12
ELN	0.12027144187208
FGF2	0.12
ZFPM2	0.122995792114547
GATA4	0.12
GATA6	0.12
GJA1	0.12
FOXA2	0.12
HOXA5	0.12
HOXB3	0.12
ICAM1	0.12
IGF1	0.12
IGF2	0.12
IL6	0.12
AQP5	0.12
KCNA2	0.12
KCNB1	0.12
KCNMA1	0.12
LRP2	0.12027144187208
NOS3	0.2
NPPA	0.12
STRA6	0.122724350242467
SFTPB	0.12
SFTPC	0.12
BMP4	0.12027144187208
SLIT3	0.12
NR2F2	0.12
TGFB1	0.2
THAS	0.12
THRA	0.12
THRB	0.12
NKX2-1	0.2
TNF	0.12
UCHL1	0.12
VCAM1	0.12
WT1	0.12027144187208
FGF18	0.12
TGFBR2	0.12
THAS	0.12
DRD2	0.128729747168288
GABRA2	0.12
LEP	0.12
NGF	0.12027144187208
OPRM1	0.134278136741733
POMC	0.12
RETN	0.12
BDNF	0.123181357594843
ADIPOQ	0.12
HCP5	0.12
PVRL1	0.12
SCN8A	0.12
SCN9A	0.12
CCND1	0.123267233986628
VHL	0.658392405606355
HSCR9	0.12
SEMA3C	0.12027144187208
ECE1	0.24027144187208
EDN3	0.253711508779182
EDNRB	0.354600058364292
SEMA3D	0.12027144187208
HSCR6	0.12
HSCR7	0.12
GDNF	0.258250075734427
NRG1	0.124538566955244
L1CAM	0.129530260087803
HSCR8	0.12
HSCR5	0.12
NRTN	0.243452799466923
RET	0.528543720082936
PHOX2B	0.13670730089373
POMC	0.12
CACNA1G	0.12
SLC29A3	0.12
SLC29A3	0.120814325616241
ALYREF	0.12
PSME3	0.12
NUTF2	0.12
CDKN1A	0.121085767488321
SIGMAR1	0.12
EMG1	0.12
IPO7	0.120814325616241
CCT7	0.12
PRPF8	0.12
HSPH1	0.12
SF3A3	0.12
COPS6	0.12
RAB32	0.12
CLIC1	0.12
CCR3	0.12942452065269
CX3CR1	0.159848549632315
GADD45A	0.12
EIF4A1	0.12
EIF4EBP1	0.12
ALB	0.122442976848723
FCER2	0.120542883744161
CCT5	0.12
PSME4	0.12
SIRT1	0.122724350242467
GTF3A	0.12
HDGF	0.12
CD209	0.147470505995145
HLA-B	0.25512256307563
HLA-C	0.196134679187533
HP	0.125081450699405
BIRC2	0.12
BIRC3	0.12027144187208
HSPA9	0.120542883744161
HSPB1	0.122724350242467
HSP90AA1	0.121085767488321
HSP90AB1	0.12027144187208
HSPD1	0.120814325616241
APOA1	0.120814325616241
IFNG	0.166056698818457
IL2	0.158402787616826
IL2RA	0.131605987150996
IL4R	0.132649485509251
CXCR1	0.123452799466923
IL10	0.175592178212973
ILF2	0.12
EIF6	0.12
KIR3DL1	0.148241224349667
KPNB1	0.12
ARHGAP4	0.12
ARHGDIA	0.12
ARHGDIB	0.12027144187208
LYN	0.122367031978602
MAZ	0.12
MBL2	0.171540413175097
MDM2	0.120814325616241
NUP88	0.12
ODC1	0.120542883744161
SERPINA1	0.123724241339004
PPIB	0.12
PSMA4	0.12
PSMA5	0.12
PSMA6	0.12
PSMB4	0.12
PSMB10	0.12
PSMC3	0.12027144187208
PSMC5	0.12
PSMD3	0.12
PSMD8	0.12
PSMD13	0.12
PSME1	0.12
PSME2	0.12
PTCH1	0.12
BAX	0.12027144187208
RAN	0.12
RANBP1	0.12
CCL2	0.158805051274061
CCL3	0.136882934852361
CCL3L1	0.150813684851893
CCL11	0.125005505829284
CXCL12	0.227425560601775
SFPQ	0.12
SRSF1	0.12
ARAP3	0.12
SLC11A1	0.124267125083164
SNRPD3	0.12
SRF	0.12
TAF9	0.12
CCT3	0.12
DNAJC7	0.12
U2AF1	0.12
YY1	0.120542883744161
GRPEL1	0.12
TRIM5	0.140216182187445
EIF3B	0.12
SRSF9	0.12
RAB11B	0.12
CD28	0.136034933496066
BAG3	0.12027144187208
PSMD6	0.12
CDC42	0.123181357594843
ALB	0.12
MTHFD2	0.12
CSF3	0.12
KLHDC8B	0.24
GATA3	0.243181357594843
GSTP1	0.132920927381331
IFNA2	0.12027144187208
IL13	0.129901391048394
GATA3-AS1	0.12
NFKBIA	0.126091273317606
UGT1A1	0.122909915722763
PTPN1	0.12027144187208
PVT1	0.242367031978602
REL	0.130540082706004
CLSTN2	0.12
TCF3	0.12027144187208
EOMES	0.12
CFLAR	0.126263026101175
TNFRSF8	0.138779146781862
MTRR	0.121628651232482
CBS	0.155731976157741
SPTLC1	0.484885953697445
ATL3	0.12
ATL1	0.12
SPTLC2	0.121085767488321
NTRK1	0.450314791139052
SCN11A	0.12
NGF	0.360814325616241
NTRK1	0.120542883744161
SCN9A	0.12
SCN10A	0.12
CNR1	0.120542883744161
RCAN1	0.12027144187208
FAAH	0.122724350242467
GDNF	0.122995792114547
HTT	0.703824290964616
MAOA	0.12
MAOB	0.12
OGG1	0.123181357594843
IP6K2	0.12
DIABLO	0.12
SLC2A3	0.120542883744161
AIFM1	0.12027144187208
NLRP7	0.131420421670701
IGF2	0.12
NDE1	0.12
CCDC88C	0.12
HYDIN	0.120542883744161
IFT122	0.12
THAS	0.12
ISPD	0.12
EGR1	0.12
PTGS2	0.12
PTGES	0.12
CYP1B1	0.134701468354055
LTBP2	0.120542883744161
CCBE1	0.12
CYP11B1	0.127729856071752
CYP11B2	0.129358507304233
ATP1A1	0.12
ATP2B3	0.12
CACNA1D	0.12027144187208
PROKR1	0.12
SCN11A	0.12
CNR1	0.12
CNR2	0.12027144187208
ADM	0.2
CSK	0.12
DRD3	0.122367031978602
AGT	0.12
EDN1	0.12027144187208
P2RX2	0.12
ALOX12	0.12
ALOX5	0.12
GDNF	0.12
GRIN2B	0.12
HOXD1	0.12
HTR2A	0.2
IGF1	0.12
IL1A	0.12
IL1B	0.2
IL1RN	0.2
IL6	0.2
CXCL8	0.12
IL10	0.2
INSR	0.12
ITGA2	0.12
KNG1	0.120814325616241
MC1R	0.12
MMP3	0.2
MPZ	0.12
NGF	0.2
NOS1	0.2
NOS2	0.12
NTF3	0.12
TNFRSF11B	0.12
OPRM1	0.12027144187208
P2RX3	0.12
GAL	0.12
PDYN	0.12
PNOC	0.120814325616241
AVP	0.12
PRKCE	0.122724350242467
PRKCG	0.12
MAPK1	0.12
MAPK3	0.12
MAPK7	0.12
PTGER1	0.12
PTGS1	0.2
PTGS2	0.20027144187208
PTHLH	0.12
SLC12A5	0.12
RAF1	0.12
TRPV4	0.120542883744161
PROK2	0.12
BDKRB1	0.2
BDKRB2	0.2
SCN10A	0.20027144187208
CCL2	0.20027144187208
SPARC	0.12
SYN2	0.12
TAC1	0.12
TACR1	0.12
TNF	0.200542883744161
VIP	0.12
TRPV1	0.207891677333657
CACNA2D1	0.12
CALCA	0.2
CAMK2A	0.12
CCKBR	0.2
CACNA1H	0.12
TRPA1	0.2
CARTPT	0.12
ABCC2	0.201900093104562
CSF3	0.12
UGT1A1	0.222628531212768
TNF	0.12
CYP27B1	0.121085767488321
IL6	0.121085767488321
TNFRSF11B	0.120814325616241
PTH	0.224158326615147
PTHLH	0.146098145806366
SLC34A1	0.12
TNF	0.120814325616241
CALCA	0.121357209360402
CALCR	0.12027144187208
CASR	0.17762863635753
TNFSF11	0.120542883744161
KL	0.122909915722763
POMC	0.12
PTH	0.123257302464964
SLC34A1	0.201357209360402
NPPA	0.12
PDYN	0.12
CES1	0.12
COL3A1	0.12
CTF1	0.12
CYP7A1	0.127643979679967
ABCA1	0.130368329922434
EDN1	0.12
PCSK9	0.162405859306164
NOX1	0.12
HMGCR	0.210530151184339
APOB	0.257793507754608
ICAM1	0.12
APOE	0.201659324542588
LDLR	0.42752829760694
LEP	0.12027144187208
LPA	0.120542883744161
LPL	0.133463811125492
MYLK	0.12
PON1	0.129739569786488
SELE	0.128358616207697
NCF1	0.12
VCAM1	0.121085767488321
NR4A3	0.12027144187208
CETP	0.132625741290861
ABCA1	0.123724241339004
EPHX2	0.12
PCSK9	0.162633693916526
STAP1	0.12
GHR	0.12027144187208
APOA2	0.24027144187208
APOA4	0.123181357594843
APOB	0.325067178616141
APOC3	0.122367031978602
APOE	0.137535439206697
LDLR	0.462660055576745
LIPC	0.120542883744161
LPL	0.127448482678007
PON1	0.124624443347029
PON2	0.123181357594843
ADA	0.122367031978602
ADCYAP1	0.12
ADRB1	0.122724350242467
AGT	0.12
IL1B	0.12
KNG1	0.12
LIPC	0.122367031978602
NOS2	0.12
PTGS2	0.12
BDKRB2	0.12
TAC1	0.12
CAT	0.12
ADIPOQ	0.122724350242467
B2M	0.12
PRDX4	0.12
COL3A1	0.12027144187208
NQO1	0.12
AGER	0.120814325616241
FBN1	0.12027144187208
GCG	0.126786046802008
GCK	0.156274859901902
GPX1	0.12027144187208
HMGA1	0.12
HSD11B1	0.12
INS	0.273560747333762
INSR	0.123528744337044
LEPR	0.12
NFE2L2	0.120814325616241
NOS3	0.126991475325631
PRKCB	0.2
PTGS2	0.125720142357015
SIM1	0.12
SP1	0.12
IRS2	0.120542883744161
COL3A1	0.12
TSC22D3	0.12
FBN1	0.12027144187208
GCG	0.121628651232482
GLUD1	0.127534359069792
GPX1	0.12027144187208
HMOX1	0.12
HNF4A	0.124267125083164
INS	0.192971713284473
INSR	0.129238955172394
IRS1	0.122171534976642
LEP	0.134687655657329
LEPR	0.121085767488321
MC4R	0.124267125083164
NOS3	0.122638473850682
NEIL1	0.12
CYP17A1	0.12
INS	0.12
CETP	0.135287959359933
PPARGC1B	0.12
ADRB2	0.124734063957204
ADRB3	0.125005505829284
GCG	0.12
APC	0.12
APOB	0.143636644045966
APOE	0.303112285213482
IRS1	0.12
LDLR	0.12962001765465
LEPR	0.12
LIPC	0.214202191871612
LMX1B	0.12
LPL	0.156372005947002
NOS3	0.200542883744161
PPARA	0.124538566955244
NEIL1	0.12
HYPLIP2	0.12
FASLG	0.12
LPL	0.256611492980281
USF1	0.149223421574416
CETP	0.127372537807886
APOC3	0.12
APOE	0.126981543803967
LIPC	0.204734063957204
PON1	0.2
PPARA	0.12
APOA5	0.122909915722763
APOE	0.391031587940591
APOA5	0.24027144187208
LIPI	0.36
HTGS	0.12
RP1	0.12
APOA5	0.36027144187208
GPIHBP1	0.12
LPL	0.12027144187208
CREB3L3	0.12
POMC	0.12027144187208
LAMA2	0.12
RBFOX1	0.12
PTH	0.12
COL1A1	0.484353001474949
A4GALT	0.12
SLC26A1	0.120542883744161
IL6	0.12
NFKB1	0.12
CCL2	0.12
CCL5	0.2
PTH1R	0.12
CCND1	0.123810117730788
CASR	0.140603295016303
CRP	0.12
ALPL	0.12
IL6	0.12
ACP5	0.12
PTH	0.20868613990657
LEP	0.122442976848723
LEPR	0.12
MC4R	0.125352892571485
NTRK2	0.12027144187208
PRG4	0.12
RLN3	0.12
COL2A1	0.12
AKT1	0.12
KDM1A	0.12
BRD4	0.12
GLP1R	0.12
HIF1A	0.122724350242467
HMOX1	0.122724350242467
HSPB1	0.12
IL9	0.12
IL13	0.122724350242467
KCNK1	0.12
LDLR	0.12
MAT1A	0.12
MMP9	0.122724350242467
MYCN	0.12
NFE2L2	0.12
OGG1	0.122724350242467
PIK3CA	0.12
MAPK6	0.12
PTGS2	0.122724350242467
CCND1	0.125448700484934
TCF7L2	0.12
TGFB1	0.127815732463536
ZFP36	0.12
DRD2	0.128186863424127
GAD1	0.12
GNRH1	0.12
LHB	0.12
PRL	0.211139048276957
PRLR	0.360542883744161
SPON2	0.12
CCR9	0.12
CCR1	0.12
CCR6	0.12
COMMD1	0.12
CYP1A1	0.122367031978602
DSG1	0.12
ALB	0.12
ABCF1	0.12
CXCR3	0.12
CD274	0.12
CXCL1	0.12
HLA-B	0.134559510135477
HLA-DQA1	0.124734063957204
HLA-DQB1	0.129468127914408
HLA-DRB1	0.13183515989301
HLA-DRB4	0.12
HLA-DRB5	0.12
HP	0.12
IFNG	0.122367031978602
IL1B	0.122367031978602
IL1R1	0.12
IL2RB	0.12
IL4	0.129825446178273
IL5RA	0.12
IL6	0.124734063957204
IL6ST	0.12
IL13	0.127101095935806
IL16	0.12
IL17A	0.122724350242467
IL18	0.122367031978602
ITGB2	0.12
KNG1	0.12
CXCL9	0.12
MTHFR	0.12
MYLK	0.12
CLEC4A	0.12
PF4	0.12
PPBP	0.12
MAP2K6	0.12
CCL2	0.202367031978602
CCL3	0.12
CCL4	0.12
CCL7	0.12
CCL8	0.12
CCL11	0.12
CCL17	0.12
CCL19	0.12
CCL20	0.12
CCL24	0.12
CXCL5	0.12
CX3CL1	0.12
SELP	0.12
SPP1	0.12
TAC1	0.12
TGFB1	0.124734063957204
TNF	0.136569223850214
TNFRSF1A	0.12
TNFRSF1B	0.12
CCR2	0.122367031978602
IL1R2	0.12
CASP1	0.12
CD40LG	0.12
ALB	0.12
MS4A2	0.122367031978602
FCER2	0.12
IL4	0.127101095935806
IL10	0.122367031978602
IL13	0.129468127914408
IL18	0.124734063957204
PLA2G7	0.122367031978602
IL33	0.12
FAS	0.12
EFNB1	0.120542883744161
GJC1	0.12
C10orf32-ASMT	0.12
VAV3	0.12027144187208
CETP	0.137112107594375
UTS2	0.20563426596523
RALBP1	0.12
ADCY5	0.12
HRH3	0.2
KLHL29	0.12
ADD1	0.320805664507023
CLCNKA	0.12563426596523
C10orf32	0.12
CMA1	0.122909915722763
COL1A1	0.12
COL3A1	0.12
ZNF831	0.12
CRHR2	0.12
CRP	0.222960395473241
MACROD2	0.12
ARHGAP42	0.122638473850682
CTGF	0.12
ADRA2A	0.212735361901036
ADRB1	0.270162958001766
CYBA	0.248279229535071
CYBB	0.200814325616241
CYP1A1	0.123995683211084
ADRBK1	0.200542883744161
ACE	0.44
DRD2	0.121628651232482
AGT	0.44
AGTR1	0.358635399942826
AGTR2	0.25221278057276
ECE1	0.203810117730788
EDN1	0.2560276105185
EDN3	0.122367031978602
EDNRA	0.212811306771157
AHR	0.12027144187208
ELN	0.125081450699405
EPO	0.121900093104562
ALAD	0.122909915722763
ALB	0.125428837441606
F11	0.12
F12	0.124734063957204
GSTA5	0.12
FES	0.122367031978602
NEDD4L	0.146446870680218
FN1	0.120542883744161
FOS	0.20027144187208
ALOX15	0.12027144187208
MTOR	0.2
AOC1	0.12
GCG	0.12027144187208
GCH1	0.122638473850682
GJA1	0.20027144187208
GJA4	0.130011011658569
GJA5	0.205548389573445
NPTN	0.12
GCLC	0.125091382221069
STK39	0.125624334443566
GLP1R	0.2
GNAS	0.136002595887664
GNB3	0.239177013274541
GNRH1	0.12
GP1BA	0.122367031978602
HECTD4	0.12027144187208
GPR39	0.12
GPX1	0.127101095935806
NR3C1	0.213821129389357
CXCL2	0.12
GSTT1	0.145275226800112
GSTT2	0.12
GUCY1A3	0.24
ANXA1	0.2
HFE	0.132378043637171
HIF1A	0.203810117730788
HMOX1	0.212539864899076
HP	0.129629949176314
HSD11B1	0.133821129389357
HSD11B2	0.241048649945762
APOA1	0.210639771794514
HTR2B	0.12027144187208
ICAM1	0.12027144187208
IGF1	0.213364122036981
APOE	0.291129116755292
SLC6A18	0.122638473850682
AQP1	0.2
INS	0.234483049275863
AR	0.202638473850682
KCNJ1	0.125005505829284
KCNMB1	0.21774086773032
KLK1	0.226175428808138
ACT	0.12027144187208
LEP	0.240158379459401
LEPR	0.131996981154916
LHB	0.12
LPL	0.169364997023393
LTF	0.12
MC2R	0.12
MDH1	0.12
MMP2	0.21126853193046
MOV10	0.122638473850682
ABCC1	0.122367031978602
MYO6	0.2
ATOX1	0.12
ATP1A1	0.216359914151529
ATP1A2	0.202367031978602
NOS2	0.209087065432153
NOS3	0.347185183707133
FXYD2	0.12
NPPA	0.242992350312043
NPPB	0.219984466402022
NPR1	0.219183953482507
ATP2B1	0.332996872251452
ATP2B3	0.12027144187208
OLR1	0.205276947701365
OXT	0.200542883744161
SERPINE1	0.174741633813268
GAL	0.2
PLCE1	0.122367031978602
ERAP1	0.128001297943832
PLAT	0.126091273317606
PLG	0.121357209360402
POMC	0.122985860592883
PPARA	0.213006803773116
PPARG	0.258132301106796
PPBP	0.12
CASZ1	0.125005505829284
AVP	0.200814325616241
PRKCD	0.2
PROC	0.12
SLC12A9	0.12
PTEN	0.12
PTH	0.12027144187208
PTGS2	0.204267125083164
ZFAT	0.122367031978602
ACE2	0.236705579992477
BCL2	0.20027144187208
RELA	0.2
REN	0.36262299685566
RGS2	0.143365202173886
RPS6KB1	0.12
BDKRB2	0.225027529146422
CELA2A	0.12
SCNN1A	0.125819831445525
SCNN1B	0.147185251426338
SCNN1G	0.141193667197244
CCL2	0.209001189040368
SELP	0.128001297943832
SLC39A8	0.122367031978602
WNK1	0.134439958003638
WNK4	0.157434029216933
SLC6A2	0.128272739815912
NCF1	0.121357209360402
SLC12A2	0.200542883744161
SLC12A3	0.155533936112371
SOD1	0.201628651232482
SOD2	0.210011011658569
SOD3	0.212821238292821
STIM1	0.12
STK11	0.12
TACR1	0.12
TGFB1	0.24027793159124
TGM2	0.12
TNF	0.239824805413925
TNXB	0.12
TP53	0.12027144187208
TPM1	0.12
TRH	0.201085767488321
TRPC3	0.12027144187208
TRPC5	0.12027144187208
UCN	0.12027144187208
UCP2	0.206720033453551
UMOD	0.247177040805927
VCAM1	0.200542883744161
VDR	0.126091273317606
VWF	0.123452799466923
XRCC4	0.12
CACNA1C	0.125819831445525
CACNA2D1	0.12
CACNB2	0.127915421552047
BAG6	0.12
CALCA	0.128815623560073
CAPZA1	0.12
CAT	0.219369518962802
ORAI1	0.12027144187208
RGS5	0.125276947701365
CAV1	0.200542883744161
AOC3	0.12027144187208
CBS	0.122367031978602
IER3	0.12027144187208
SLC9A3R2	0.2
ADIPOQ	0.142722629341215
ITM2B	0.12
CD36	0.211454097410755
OXSR1	0.121085767488321
CYP17A1	0.12
AGT	0.124353001474949
REN	0.121900093104562
NOS3	0.202724350242467
AVP	0.20027144187208
VEGFA	0.120814325616241
FBLN5	0.12
SLC31A1	0.12
CBLN2	0.12
ACE	0.136078540757784
EDN1	0.212516120680686
EDNRB	0.20027144187208
BRD4	0.12
ALOX5	0.2
GBA	0.12027144187208
HIF1A	0.202171534976642
HTR2B	0.120542883744161
CXCL8	0.12
ARG2	0.12
LOX	0.12
MIR204	0.12027144187208
SMAD9	0.20027144187208
EIF2AK4	0.12027144187208
NOS3	0.207448482678007
NPPB	0.208715934471562
ATP7A	0.12
PRKG1	0.12
CCL1	0.12
CCL2	0.200542883744161
SLC6A4	0.222451187469134
BMPR2	0.160601574115051
SOD2	0.12
TGFA	0.123538675858708
TNF	0.120542883744161
TPH1	0.12027144187208
CA9	0.12
CALCA	0.120542883744161
CD40LG	0.12
AGT	0.127101095935806
MYH9	0.12
NPPA	0.2
NOS3	0.12027144187208
GPX1	0.12
GSR	0.2
AQP1	0.12
PON1	0.12
SOD1	0.2
SOD2	0.12
TSHR	0.152642545301285
CAT	0.2
CARTPT	0.12
DIO1	0.12
SLC29A3	0.120542883744161
CETP	0.129825446178273
APOA5	0.305132435323128
CRP	0.12
GCKR	0.249468127914408
APOB	0.129468127914408
IFNA2	0.12
INS	0.122724350242467
LPL	0.271145155226515
PLTP	0.122724350242467
PPARA	0.122367031978602
BCHE	0.12
LMF1	0.12
TMEM241	0.12
ZPR1	0.122367031978602
VAV3	0.12
AHR	0.12
CYP11B2	0.121900093104562
APOB	0.170611247641968
POMC	0.12
PTH	0.2
CASR	0.127815732463536
GSR	0.12
IGF2	0.124614511825365
IL1B	0.125448700484934
INS	0.168055142879878
SERPINA1	0.12
PPARA	0.12
SOD2	0.12
HNF1A	0.121900093104562
TNF	0.12
CACNA1C	0.12
CGB	0.12
CYP17A1	0.12027144187208
CYP19A1	0.12027144187208
FSHB	0.12
GNRH1	0.125362824093149
GNRHR	0.138812822521916
LEP	0.201357209360402
LEPR	0.12
LHB	0.123181357594843
POLD1	0.12
SLC29A3	0.12027144187208
PRL	0.12
TAC3	0.12
TACR3	0.12
