diseaseId	geneId	score	geneName	description	diseaseName	sourceId	NofPmids	NofSnps
umls:C0033578	408259	0.12	HPC3	Prostate cancer, hereditary, 3	Prostatic Neoplasms	CTD_human	0	0
umls:C0033578	408260	0.12	HPC4	Prostate cancer, hereditary, 4	Prostatic Neoplasms	CTD_human	0	0
umls:C0033578	4158	0.12	MC2R	melanocortin 2 receptor (adrenocorticotropic hormone)	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	4193	0.128001297943832	MDM2	MDM2 proto-oncogene, E3 ubiquitin protein ligase	Prostatic Neoplasms	CTD_human	6	0
umls:C0033578	4282	0.128444492599482	MIF	macrophage migration inhibitory factor (glycosylation-inhibiting factor)	Prostatic Neoplasms	CTD_human	5	0
umls:C0033578	4292	0.125448700484934	MLH1	mutL homolog 1	Prostatic Neoplasms	CTD_human	3	0
umls:C0033578	43	0.12	ACHE	acetylcholinesterase (Yt blood group)	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	4311	0.139613335441431	MME	membrane metallo-endopeptidase	Prostatic Neoplasms	CTD_human	8	0
umls:C0033578	4318	0.142880569428059	MMP9	matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)	Prostatic Neoplasms	CTD_human	13	0
umls:C0033578	4322	0.12	MMP13	matrix metallopeptidase 13 (collagenase 3)	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	4353	0.122724350242467	MPO	myeloperoxidase	Prostatic Neoplasms	CTD_human	2	0
umls:C0033578	4437	0.122724350242467	MSH3	mutS homolog 3	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	4477	0.140822536236653	MSMB	microseminoprotein, beta-	Prostatic Neoplasms	CTD_human	12	1
umls:C0033578	4481	0.13907045169727	MSR1	macrophage scavenger receptor 1	Prostatic Neoplasms	CTD_human	8	0
umls:C0033578	4502	0.125448700484934	MT2A	metallothionein 2A	Prostatic Neoplasms	CTD_human	3	0
umls:C0033578	4507	0.12	MTAP	methylthioadenosine phosphorylase	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	4524	0.135631464927073	MTHFR	methylenetetrahydrofolate reductase (NAD(P)H)	Prostatic Neoplasms	CTD_human	6	0
umls:C0033578	4585	0.125448700484934	MUC4	mucin 4, cell surface associated	Prostatic Neoplasms	CTD_human	3	0
umls:C0033578	4601	0.121628651232482	MXI1	MAX interactor 1, dimerization protein	Prostatic Neoplasms	CTD_human	6	0
umls:C0033578	4609	0.137974752687285	MYC	v-myc avian myelocytomatosis viral oncogene homolog	Prostatic Neoplasms	CTD_human	13	0
umls:C0033578	4610	0.12	MYCL	v-myc avian myelocytomatosis viral oncogene lung carcinoma derived homolog	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	463	0.128444492599482	ZFHX3	zinc finger homeobox 3	Prostatic Neoplasms	CTD_human	4	0
umls:C0033578	4669	0.12	NAGLU	N-acetylglucosaminidase, alpha	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	467	0.122995792114547	ATF3	activating transcription factor 3	Prostatic Neoplasms	CTD_human	3	0
umls:C0033578	4683	0.12	NBN	nibrin	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	472	0.128087174335617	ATM	ATM serine/threonine kinase	Prostatic Neoplasms	CTD_human	5	0
umls:C0033578	4780	0.12	NFE2L2	nuclear factor, erythroid 2-like 2	Prostatic Neoplasms	CTD_human	2	0
umls:C0033578	4782	0.12	NFIC	nuclear factor I/C (CCAAT-binding transcription factor)	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	4804	0.120542883744161	NGFR	nerve growth factor receptor	Prostatic Neoplasms	CTD_human	4	0
umls:C0033578	4824	0.148319338391329	NKX3-1	NK3 homeobox 1	Prostatic Neoplasms	CTD_human	25	1
umls:C0033578	4846	0.130897400969869	NOS3	nitric oxide synthase 3 (endothelial cell)	Prostatic Neoplasms	CTD_human	5	0
umls:C0033578	4878	0.12	NPPA	natriuretic peptide A	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	4883	0.12	NPR3	natriuretic peptide receptor 3	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	4925	0.12	NUCB2	nucleobindin 2	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	4968	0.122724350242467	OGG1	8-oxoguanine DNA glycosylase	Prostatic Neoplasms	CTD_human	2	0
umls:C0033578	5034	0.12	P4HB	prolyl 4-hydroxylase, beta polypeptide	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	5054	0.122995792114547	SERPINE1	serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1	Prostatic Neoplasms	CTD_human	3	0
umls:C0033578	5074	0.120814325616241	PAWR	PRKC, apoptosis, WT1, regulator	Prostatic Neoplasms	CTD_human	4	0
umls:C0033578	5100	0.12	PCDH8	protocadherin 8	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	51084	0.12	CRYL1	crystallin, lambda 1	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	51132	0.12	RLIM	ring finger protein, LIM domain interacting	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	51135	0.12	IRAK4	interleukin-1 receptor-associated kinase 4	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	51181	0.122724350242467	DCXR	dicarbonyl/L-xylulose reductase	Prostatic Neoplasms	CTD_human	2	0
umls:C0033578	51227	0.12	PIGP	phosphatidylinositol glycan anchor biosynthesis, class P	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	51341	0.12	ZBTB7A	zinc finger and BTB domain containing 7A	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	5144	0.12	PDE4D	phosphodiesterase 4D, cAMP-specific	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	5160	0.12	PDHA1	pyruvate dehydrogenase (lipoamide) alpha 1	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	51651	0.12	PTRH2	peptidyl-tRNA hydrolase 2	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	51655	0.12	RASD1	RAS, dexamethasone-induced 1	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	5172	0.12	SLC26A4	solute carrier family 26 (anion exchanger), member 4	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	5174	0.12	PDZK1	PDZ domain containing 1	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	5176	0.120814325616241	SERPINF1	serpin peptidase inhibitor, clade F (alpha-2 antiplasmin, pigment epithelium derived factor), member 1	Prostatic Neoplasms	CTD_human	4	0
umls:C0033578	5179	0.12	PENK	proenkephalin	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	5224	0.12	PGAM2	phosphoglycerate mutase 2 (muscle)	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	5273	0.12	SERPINB10	serpin peptidase inhibitor, clade B (ovalbumin), member 10	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	5290	0.121900093104562	PIK3CA	phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit alpha	Prostatic Neoplasms	CTD_human	8	0
umls:C0033578	5293	0.121357209360402	PIK3CD	phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit delta	Prostatic Neoplasms	CTD_human	6	0
umls:C0033578	5328	0.136346101454803	PLAU	plasminogen activator, urokinase	Prostatic Neoplasms	CTD_human	8	0
umls:C0033578	5329	0.128173050727402	PLAUR	plasminogen activator, urokinase receptor	Prostatic Neoplasms	CTD_human	4	0
umls:C0033578	53916	0.12	RAB4B	RAB4B, member RAS oncogene family	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	5396	0.12	PRRX1	paired related homeobox 1	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	540	0.12	ATP7B	ATPase, Cu++ transporting, beta polypeptide	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	5420	0.122724350242467	PODXL	podocalyxin-like	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	54361	0.12	WNT4	wingless-type MMTV integration site family, member 4	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	54363	0.12	HAO1	hydroxyacid oxidase (glycolate oxidase) 1	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	54431	0.12	DNAJC10	DnaJ (Hsp40) homolog, subfamily C, member 10	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	5444	0.125448700484934	PON1	paraoxonase 1	Prostatic Neoplasms	CTD_human	3	0
umls:C0033578	54535	0.122367031978602	CCHCR1	coiled-coil alpha-helical rod protein 1	Prostatic Neoplasms	CTD_human	1	1
umls:C0033578	5465	0.122724350242467	PPARA	peroxisome proliferator-activated receptor alpha	Prostatic Neoplasms	CTD_human	2	0
umls:C0033578	54756	0.122724350242467	IL17RD	interleukin 17 receptor D	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	54790	0.12	TET2	tet methylcytosine dioxygenase 2	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	55198	0.12	APPL2	adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 2	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	55210	0.12	ATAD3A	ATPase family, AAA domain containing 3A	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	55256	0.122995792114547	ADI1	acireductone dioxygenase 1	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	5530	0.12	PPP3CA	protein phosphatase 3, catalytic subunit, alpha isozyme	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	55312	0.12	RFK	riboflavin kinase	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	55577	0.12	NAGK	N-acetylglucosamine kinase	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	5567	0.122724350242467	PRKACB	protein kinase, cAMP-dependent, catalytic, beta	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	55819	0.12	RNF130	ring finger protein 130	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	55827	0.12	DCAF6	DDB1 and CUL4 associated factor 6	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	55829	0.12	VIMP	VCP-interacting membrane protein	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	55840	0.122995792114547	EAF2	ELL associated factor 2	Prostatic Neoplasms	CTD_human	3	0
umls:C0033578	5590	0.122724350242467	PRKCZ	protein kinase C, zeta	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	5591	0.12	PRKDC	protein kinase, DNA-activated, catalytic polypeptide	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	5595	0.125448700484934	MAPK3	mitogen-activated protein kinase 3	Prostatic Neoplasms	CTD_human	3	0
umls:C0033578	5610	0.12	EIF2AK2	eukaryotic translation initiation factor 2-alpha kinase 2	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	5611	0.12	DNAJC3	DnaJ (Hsp40) homolog, subfamily C, member 3	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	5621	0.12027144187208	PRNP	prion protein	Prostatic Neoplasms	CTD_human	2	0
umls:C0033578	563	0.122724350242467	AZGP1	alpha-2-glycoprotein 1, zinc-binding	Prostatic Neoplasms	CTD_human	2	0
umls:C0033578	5652	0.12	PRSS8	protease, serine, 8	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	56616	0.12	DIABLO	diablo, IAP-binding mitochondrial protein	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	567	0.122724350242467	B2M	beta-2-microglobulin	Prostatic Neoplasms	CTD_human	2	0
umls:C0033578	56849	0.12	TCEAL7	transcription elongation factor A (SII)-like 7	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	56924	0.122995792114547	PAK6	p21 protein (Cdc42/Rac)-activated kinase 6	Prostatic Neoplasms	CTD_human	2	0
umls:C0033578	57185	0.12	NIPAL3	NIPA-like domain containing 3	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	572	0.128715934471562	BAD	BCL2-associated agonist of cell death	Prostatic Neoplasms	CTD_human	6	0
umls:C0033578	5728	0.179287082155004	PTEN	phosphatase and tensin homolog	Prostatic Neoplasms	CTD_human	49	0
umls:C0033578	5743	0.151596503899621	PTGS2	prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase)	Prostatic Neoplasms	CTD_human	18	0
umls:C0033578	5744	0.129801701959883	PTHLH	parathyroid hormone-like hormone	Prostatic Neoplasms	CTD_human	10	0
umls:C0033578	5796	0.12	PTPRK	protein tyrosine phosphatase, receptor type, K	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	581	0.125448700484934	BAX	BCL2-associated X protein	Prostatic Neoplasms	CTD_human	3	0
umls:C0033578	5859	0.12	QARS	glutaminyl-tRNA synthetase	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	5887	0.12	RAD23B	RAD23 homolog B (S. cerevisiae)	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	59084	0.12	ENPP5	ectonucleotide pyrophosphatase/phosphodiesterase 5 (putative)	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	59344	0.12	ALOXE3	arachidonate lipoxygenase 3	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	595	0.216531666935099	CCND1	cyclin D1	Prostatic Neoplasms	CTD_human	9	0
umls:C0033578	596	0.145237669884996	BCL2	B-cell CLL/lymphoma 2	Prostatic Neoplasms	CTD_human	22	0
umls:C0033578	6019	0.125448700484934	RLN2	relaxin 2	Prostatic Neoplasms	CTD_human	3	0
umls:C0033578	6038	0.12	RNASE4	ribonuclease, RNase A family, 4	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	6041	0.171948220087172	RNASEL	ribonuclease L (2\',5\'-oligoisoadenylate synthetase-dependent)	Prostatic Neoplasms	CTD_human	21	2
umls:C0033578	60526	0.122367031978602	C2orf43	chromosome 2 open reading frame 43	Prostatic Neoplasms	CTD_human	1	1
umls:C0033578	60528	0.147514944296752	ELAC2	elaC ribonuclease Z 2	Prostatic Neoplasms	CTD_human	11	0
umls:C0033578	606293	0.122724350242467	KLKP1	kallikrein pseudogene 1	Prostatic Neoplasms	CTD_human	2	0
umls:C0033578	6134	0.12	RPL10	ribosomal protein L10	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	6136	0.12	RPL12	ribosomal protein L12	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	6185	0.12	RPN2	ribophorin II	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	619402	0.12	HPC5	prostate cancer, hereditary, 5	Prostatic Neoplasms	CTD_human	0	0
umls:C0033578	6223	0.12	RPS19	ribosomal protein S19	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	6237	0.12	RRAS	related RAS viral (r-ras) oncogene homolog	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	6256	0.202724350242467	RXRA	retinoid X receptor, alpha	Prostatic Neoplasms	CTD_human	2	0
umls:C0033578	6293	0.12	VPS52	vacuolar protein sorting 52 homolog (S. cerevisiae)	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	6296	0.12	ACSM3	acyl-CoA synthetase medium-chain family member 3	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	632	0.121085767488321	BGLAP	bone gamma-carboxyglutamate (gla) protein	Prostatic Neoplasms	CTD_human	5	0
umls:C0033578	6376	0.122724350242467	CX3CL1	chemokine (C-X3-C motif) ligand 1	Prostatic Neoplasms	CTD_human	2	0
umls:C0033578	6387	0.147786386168832	CXCL12	chemokine (C-X-C motif) ligand 12	Prostatic Neoplasms	CTD_human	12	0
umls:C0033578	6414	0.120542883744161	SEPP1	selenoprotein P, plasma, 1	Prostatic Neoplasms	CTD_human	2	0
umls:C0033578	64240	0.12	ABCG5	ATP-binding cassette, sub-family G (WHITE), member 5	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	64374	0.12	SIL1	SIL1 nucleotide exchange factor	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	6462	0.12	SHBG	sex hormone-binding globulin	Prostatic Neoplasms	CTD_human	2	0
umls:C0033578	64816	0.122724350242467	CYP3A43	cytochrome P450, family 3, subfamily A, polypeptide 43	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	6528	0.120542883744161	SLC5A5	solute carrier family 5 (sodium/iodide cotransporter), member 5	Prostatic Neoplasms	CTD_human	4	0
umls:C0033578	6541	0.12	SLC7A1	solute carrier family 7 (cationic amino acid transporter, y+ system), member 1	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	655	0.123267233986628	BMP7	bone morphogenetic protein 7	Prostatic Neoplasms	CTD_human	5	0
umls:C0033578	6558	0.12	SLC12A2	solute carrier family 12 (sodium/potassium/chloride transporter), member 2	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	658	0.122724350242467	BMPR1B	bone morphogenetic protein receptor, type IB	Prostatic Neoplasms	CTD_human	2	0
umls:C0033578	6581	0.123181357594843	SLC22A3	solute carrier family 22 (organic cation transporter), member 3	Prostatic Neoplasms	CTD_human	5	1
umls:C0033578	664	0.12027144187208	BNIP3	BCL2/adenovirus E1B 19kDa interacting protein 3	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	6648	0.141351607284087	SOD2	superoxide dismutase 2, mitochondrial	Prostatic Neoplasms	CTD_human	12	1
umls:C0033578	6695	0.12	SPOCK1	sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 1	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	6715	0.210897400969869	SRD5A1	steroid-5-alpha-reductase, alpha polypeptide 1 (3-oxo-5 alpha-steroid delta 4-dehydrogenase alpha 1)	Prostatic Neoplasms	CTD_human	6	0
umls:C0033578	6716	0.175572772337665	SRD5A2	steroid-5-alpha-reductase, alpha polypeptide 2 (3-oxo-5 alpha-steroid delta 4-dehydrogenase alpha 2)	Prostatic Neoplasms	CTD_human	25	0
umls:C0033578	672	0.144989972231306	BRCA1	breast cancer 1, early onset	Prostatic Neoplasms	CTD_human	16	0
umls:C0033578	6746	0.12	SSR2	signal sequence receptor, beta (translocon-associated protein beta)	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	675	0.216088472279449	BRCA2	breast cancer 2, early onset	Prostatic Neoplasms	CTD_human	10	0
umls:C0033578	6757	0.12	SSX2	synovial sarcoma, X breakpoint 2	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	6768	0.130897400969869	ST14	suppression of tumorigenicity 14 (colon carcinoma)	Prostatic Neoplasms	CTD_human	5	0
umls:C0033578	6774	0.138246194559365	STAT3	signal transducer and activator of transcription 3 (acute-phase response factor)	Prostatic Neoplasms	CTD_human	14	0
umls:C0033578	678	0.12	ZFP36L2	ZFP36 ring finger protein-like 2	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	6783	0.12027144187208	SULT1E1	sulfotransferase family 1E, estrogen-preferring, member 1	Prostatic Neoplasms	CTD_human	2	0
umls:C0033578	6790	0.122367031978602	AURKA	aurora kinase A	Prostatic Neoplasms	CTD_human	2	0
umls:C0033578	6817	0.125091382221069	SULT1A1	sulfotransferase family, cytosolic, 1A, phenol-preferring, member 1	Prostatic Neoplasms	CTD_human	3	0
umls:C0033578	6820	0.12	SULT2B1	sulfotransferase family, cytosolic, 2B, member 1	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	6822	0.12	SULT2A1	sulfotransferase family, cytosolic, 2A, dehydroepiandrosterone (DHEA)-preferring, member 1	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	6836	0.12	SURF4	surfeit 4	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	6885	0.12	MAP3K7	mitogen-activated protein kinase kinase kinase 7	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	6916	0.12	TBXAS1	thromboxane A synthase 1 (platelet)	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	6928	0.144742274577616	HNF1B	HNF1 homeobox B	Prostatic Neoplasms	CTD_human	9	2
umls:C0033578	6948	0.12	TCN2	transcobalamin II	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	6950	0.12	TCP1	t-complex 1	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	7001	0.12027144187208	PRDX2	peroxiredoxin 2	Prostatic Neoplasms	CTD_human	2	0
umls:C0033578	7012	0.12	TERC	telomerase RNA component	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	7015	0.136531666935098	TERT	telomerase reverse transcriptase	Prostatic Neoplasms	CTD_human	9	1
umls:C0033578	7039	0.121085767488321	TGFA	transforming growth factor, alpha	Prostatic Neoplasms	CTD_human	4	0
umls:C0033578	7040	0.150239294539219	TGFB1	transforming growth factor, beta 1	Prostatic Neoplasms	CTD_human	12	0
umls:C0033578	7048	0.125448700484934	TGFBR2	transforming growth factor, beta receptor II (70/80kDa)	Prostatic Neoplasms	CTD_human	3	0
umls:C0033578	7079	0.122995792114547	TIMP4	TIMP metallopeptidase inhibitor 4	Prostatic Neoplasms	CTD_human	2	0
umls:C0033578	7099	0.127815732463536	TLR4	toll-like receptor 4	Prostatic Neoplasms	CTD_human	4	0
umls:C0033578	7100	0.12	TLR5	toll-like receptor 5	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	7110	0.12027144187208	TMF1	TATA element modulatory factor 1	Prostatic Neoplasms	CTD_human	2	0
umls:C0033578	7111	0.12	TMOD1	tropomodulin 1	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	7113	0.160312438371183	TMPRSS2	transmembrane protease, serine 2	Prostatic Neoplasms	CTD_human	23	0
umls:C0033578	7114	0.12	TMSB4X	thymosin beta 4, X-linked	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	7153	0.12	TOP2A	topoisomerase (DNA) II alpha 170kDa	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	7157	0.168760812145726	TP53	tumor protein p53	Prostatic Neoplasms	CTD_human	40	0
umls:C0033578	7162	0.12	TPBG	trophoblast glycoprotein	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	7163	0.127815732463536	TPD52	tumor protein D52	Prostatic Neoplasms	CTD_human	3	1
umls:C0033578	7164	0.12	TPD52L1	tumor protein D52-like 1	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	7178	0.122724350242467	TPT1	tumor protein, translationally-controlled 1	Prostatic Neoplasms	CTD_human	2	0
umls:C0033578	7184	0.122724350242467	HSP90B1	heat shock protein 90kDa beta (Grp94), member 1	Prostatic Neoplasms	CTD_human	2	0
umls:C0033578	7185	0.12	TRAF1	TNF receptor-associated factor 1	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	7263	0.12	TST	thiosulfate sulfurtransferase (rhodanese)	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	7298	0.122724350242467	TYMS	thymidylate synthetase	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	7352	0.12	UCP3	uncoupling protein 3 (mitochondrial, proton carrier)	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	7366	0.128444492599482	UGT2B15	UDP glucuronosyltransferase 2 family, polypeptide B15	Prostatic Neoplasms	CTD_human	5	0
umls:C0033578	7367	0.131168842841949	UGT2B17	UDP glucuronosyltransferase 2 family, polypeptide B17	Prostatic Neoplasms	CTD_human	5	0
umls:C0033578	7371	0.12	UCK2	uridine-cytidine kinase 2	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	7372	0.125448700484934	UMPS	uridine monophosphate synthetase	Prostatic Neoplasms	CTD_human	2	0
umls:C0033578	7421	0.165956635858077	VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	Prostatic Neoplasms	CTD_human	18	0
umls:C0033578	7422	0.169299814714825	VEGFA	vascular endothelial growth factor A	Prostatic Neoplasms	CTD_human	30	0
umls:C0033578	7430	0.125448700484934	EZR	ezrin	Prostatic Neoplasms	CTD_human	5	0
umls:C0033578	7431	0.125991584229095	VIM	vimentin	Prostatic Neoplasms	CTD_human	6	0
umls:C0033578	7432	0.125448700484934	VIP	vasoactive intestinal peptide	Prostatic Neoplasms	CTD_human	3	0
umls:C0033578	7515	0.125448700484934	XRCC1	X-ray repair complementing defective repair in Chinese hamster cells 1	Prostatic Neoplasms	CTD_human	4	0
umls:C0033578	7546	0.12	ZIC2	Zic family member 2	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	7704	0.122724350242467	ZBTB16	zinc finger and BTB domain containing 16	Prostatic Neoplasms	CTD_human	2	0
umls:C0033578	7763	0.12	ZFAND5	zinc finger, AN1-type domain 5	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	780	0.122724350242467	DDR1	discoidin domain receptor tyrosine kinase 1	Prostatic Neoplasms	CTD_human	2	0
umls:C0033578	7834	0.12	PCAP	predisposing for prostate cancer	Prostatic Neoplasms	CTD_human	0	0
umls:C0033578	79574	0.12	EPS8L3	EPS8-like 3	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	796	0.126263026101175	CALCA	calcitonin-related polypeptide alpha	Prostatic Neoplasms	CTD_human	5	0
umls:C0033578	79689	0.12	STEAP4	STEAP family member 4	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	79784	0.12	MYH14	myosin, heavy chain 14, non-muscle	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	79807	0.12	GSTCD	glutathione S-transferase, C-terminal domain containing	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	7984	0.12	ARHGEF5	Rho guanine nucleotide exchange factor (GEF) 5	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	7991	0.12	TUSC3	tumor suppressor candidate 3	Prostatic Neoplasms	CTD_human	0	0
umls:C0033578	8000	0.128444492599482	PSCA	prostate stem cell antigen	Prostatic Neoplasms	CTD_human	5	0
umls:C0033578	8086	0.12	AAAS	achalasia, adrenocortical insufficiency, alacrimia	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	81037	0.12	CLPTM1L	CLPTM1-like	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	811	0.12027144187208	CALR	calreticulin	Prostatic Neoplasms	CTD_human	2	0
umls:C0033578	81567	0.12	TXNDC5	thioredoxin domain containing 5 (endoplasmic reticulum)	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	8202	0.122995792114547	NCOA3	nuclear receptor coactivator 3	Prostatic Neoplasms	CTD_human	4	0
umls:C0033578	826	0.12	CAPNS1	calpain, small subunit 1	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	83259	0.122724350242467	PCDH11Y	protocadherin 11 Y-linked	Prostatic Neoplasms	CTD_human	2	0
umls:C0033578	8339	0.12	HIST1H2BG	histone cluster 1, H2bg	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	83606	0.12	GUCD1	guanylyl cyclase domain containing 1	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	8365	0.12	HIST1H4H	histone cluster 1, H4h	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	8379	0.12	MAD1L1	MAD1 mitotic arrest deficient-like 1 (yeast)	Prostatic Neoplasms	CTD_human	0	0
umls:C0033578	8405	0.12027144187208	SPOP	speckle-type POZ protein	Prostatic Neoplasms	CTD_human	2	0
umls:C0033578	8409	0.122724350242467	UXT	ubiquitously-expressed, prefoldin-like chaperone	Prostatic Neoplasms	CTD_human	2	0
umls:C0033578	842	0.122638473850682	CASP9	caspase 9, apoptosis-related cysteine peptidase	Prostatic Neoplasms	CTD_human	3	0
umls:C0033578	84519	0.12	ACRBP	acrosin binding protein	Prostatic Neoplasms	CTD_human	1	0
umls:C0033578	84818	0.12027144187208	IL17RC	interleukin 17 receptor C	Prostatic Neoplasms	CTD_human	2	0
umls:C0033578	8495	0.12	PPFIBP2	PTPRF interacting protein, binding protein 2 (liprin beta 2)	Prostatic Neoplasms	CTD_human	1	0
