ENSP00000288602	BRAF	DOID:1781	Thyroid cancer	3.966	2.0	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000288602&type2=-26&id2=DOID:1781
ENSP00000288602	BRAF	DOID:4159	Skin cancer	3.482	1.7	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000288602&type2=-26&id2=DOID:4159
ENSP00000288602	BRAF	DOID:1115	Sarcoma	3.422	1.7	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000288602&type2=-26&id2=DOID:1115
ENSP00000288602	BRAF	DOID:285	Hairy cell leukemia	3.072	1.5	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000288602&type2=-26&id2=DOID:285
ENSP00000288670	FMNL2	DOID:3371	Chondrosarcoma	3.646	1.8	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000288670&type2=-26&id2=DOID:3371
ENSP00000288699	DPYSL5	DOID:1324	Lung cancer	3.880	1.9	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000288699&type2=-26&id2=DOID:1324
ENSP00000289004	HPD	DOID:162	Cancer	4.129	2.1	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000289004&type2=-26&id2=DOID:162
ENSP00000289081	FANCC	DOID:162	Cancer	3.695	1.8	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000289081&type2=-26&id2=DOID:162
ENSP00000289153	PIK3CB	DOID:162	Cancer	3.978	2.0	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000289153&type2=-26&id2=DOID:162
ENSP00000289272	PCDHA13	DOID:2893	Cervix carcinoma	3.172	1.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000289272&type2=-26&id2=DOID:2893
ENSP00000289316	HIST1H2BD	DOID:162	Cancer	3.565	1.8	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000289316&type2=-26&id2=DOID:162
ENSP00000289352	HIST1H4H	DOID:162	Cancer	4.348	2.2	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000289352&type2=-26&id2=DOID:162
ENSP00000289371	EIF5B	DOID:162	Cancer	3.769	1.9	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000289371&type2=-26&id2=DOID:162
ENSP00000289407	TSPAN33	DOID:5262	Heart sarcoma	3.513	1.8	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000289407&type2=-26&id2=DOID:5262
ENSP00000289429	CD1A	DOID:162	Cancer	4.388	2.2	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000289429&type2=-26&id2=DOID:162
ENSP00000290167	WNT4	DOID:162	Cancer	3.138	1.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000290167&type2=-26&id2=DOID:162
ENSP00000290271	STC1	DOID:162	Cancer	3.343	1.7	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000290271&type2=-26&id2=DOID:162
ENSP00000290295	HOXB13	DOID:10283	Prostate cancer	4.808	2.4	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000290295&type2=-26&id2=DOID:10283
ENSP00000290295	HOXB13	DOID:1612	Breast cancer	3.199	1.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000290295&type2=-26&id2=DOID:1612
ENSP00000290341	IGF2BP1	DOID:162	Cancer	3.105	1.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000290341&type2=-26&id2=DOID:162
ENSP00000290438	GOLGA6A	DOID:8418	Congenital fibrosarcoma	4.454	2.2	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000290438&type2=-26&id2=DOID:8418
ENSP00000290551	BTG2	DOID:162	Cancer	3.642	1.8	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000290551&type2=-26&id2=DOID:162
ENSP00000290573	HK2	DOID:162	Cancer	4.451	2.2	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000290573&type2=-26&id2=DOID:162
ENSP00000290607	STARD9	DOID:3507	Dermatofibrosarcoma protuberans	3.544	1.8	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000290607&type2=-26&id2=DOID:3507
ENSP00000290649	AMFR	DOID:162	Cancer	3.242	1.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000290649&type2=-26&id2=DOID:162
ENSP00000290866	ACE	DOID:162	Cancer	3.940	2.0	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000290866&type2=-26&id2=DOID:162
ENSP00000290921	CTBP1	DOID:162	Cancer	3.510	1.8	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000290921&type2=-26&id2=DOID:162
ENSP00000291009	PIP	DOID:1612	Breast cancer	5.229	2.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000291009&type2=-26&id2=DOID:1612
ENSP00000291009	PIP	DOID:305	Carcinoma	5.040	2.5	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000291009&type2=-26&id2=DOID:305
ENSP00000291009	PIP	DOID:4159	Skin cancer	4.206	2.1	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000291009&type2=-26&id2=DOID:4159
ENSP00000291009	PIP	DOID:1996	Rectum adenocarcinoma	3.578	1.8	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000291009&type2=-26&id2=DOID:1996
ENSP00000291009	PIP	DOID:0050913	Large intestine adenocarcinoma	3.336	1.7	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000291009&type2=-26&id2=DOID:0050913
ENSP00000291009	PIP	DOID:0060074	Ductal carcinoma in situ	3.073	1.5	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000291009&type2=-26&id2=DOID:0060074
ENSP00000291526	TFF2	DOID:162	Cancer	3.874	1.9	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000291526&type2=-26&id2=DOID:162
ENSP00000291527	TFF1	DOID:162	Cancer	4.572	2.3	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000291527&type2=-26&id2=DOID:162
ENSP00000291552	U2AF1	DOID:162	Cancer	3.144	1.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000291552&type2=-26&id2=DOID:162
ENSP00000291577	C21orf33	DOID:1115	Sarcoma	4.199	2.1	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000291577&type2=-26&id2=DOID:1115
ENSP00000291577	C21orf33	DOID:3369	Ewing sarcoma	4.009	2.0	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000291577&type2=-26&id2=DOID:3369
ENSP00000291700	S100B	DOID:1909	Melanoma	4.863	2.4	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000291700&type2=-26&id2=DOID:1909
ENSP00000291700	S100B	DOID:8923	Skin melanoma	3.194	1.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000291700&type2=-26&id2=DOID:8923
ENSP00000291700	S100B	DOID:6039	Uveal melanoma	3.075	1.5	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000291700&type2=-26&id2=DOID:6039
ENSP00000292169	S100A1	DOID:162	Cancer	3.319	1.7	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000292169&type2=-26&id2=DOID:162
ENSP00000292174	CXCR5	DOID:162	Cancer	3.529	1.8	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000292174&type2=-26&id2=DOID:162
ENSP00000292180	FLAD1	DOID:3356	Localized osteosarcoma	3.518	1.8	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000292180&type2=-26&id2=DOID:3356
ENSP00000292301	CCR2	DOID:162	Cancer	3.541	1.8	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000292301&type2=-26&id2=DOID:162
ENSP00000292303	CCR5	DOID:162	Cancer	4.280	2.1	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000292303&type2=-26&id2=DOID:162
ENSP00000292401	AZGP1	DOID:162	Cancer	3.208	1.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000292401&type2=-26&id2=DOID:162
ENSP00000292408	FGFR4	DOID:162	Cancer	4.596	2.3	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000292408&type2=-26&id2=DOID:162
ENSP00000292427	CYP11B1	DOID:3948	Adrenocortical carcinoma	3.884	1.9	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000292427&type2=-26&id2=DOID:3948
ENSP00000292427	CYP11B1	DOID:1786	Adrenal rest tumor	3.588	1.8	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000292427&type2=-26&id2=DOID:1786
ENSP00000292476	CPSF4	DOID:4531	Mucoepidermoid carcinoma	4.207	2.1	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000292476&type2=-26&id2=DOID:4531
ENSP00000292513	PTGER1	DOID:162	Cancer	3.595	1.8	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000292513&type2=-26&id2=DOID:162
ENSP00000292579	ZNF250	DOID:1967	Leiomyosarcoma	3.373	1.7	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000292579&type2=-26&id2=DOID:1967
ENSP00000292579	ZNF250	DOID:9253	Gastrointestinal stromal tumor	3.063	1.5	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000292579&type2=-26&id2=DOID:9253
ENSP00000292644	PSMC2	DOID:4239	Alveolar soft part sarcoma	3.316	1.7	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000292644&type2=-26&id2=DOID:4239
ENSP00000292823	PCYT1A	DOID:11054	Urinary bladder cancer	3.072	1.5	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000292823&type2=-26&id2=DOID:11054
ENSP00000292896	HBE1	DOID:684	Hepatocellular carcinoma	4.598	2.3	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000292896&type2=-26&id2=DOID:684
ENSP00000293230	CYGB	DOID:162	Cancer	3.499	1.7	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000293230&type2=-26&id2=DOID:162
ENSP00000293272	CCL5	DOID:162	Cancer	4.320	2.2	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000293272&type2=-26&id2=DOID:162
ENSP00000293273	RDM1	DOID:3246	Embryonal rhabdomyosarcoma	4.430	2.2	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000293273&type2=-26&id2=DOID:3246
ENSP00000293275	CCL16	DOID:1612	Breast cancer	3.084	1.5	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000293275&type2=-26&id2=DOID:1612
ENSP00000293288	BAX	DOID:162	Cancer	5.549	2.8	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000293288&type2=-26&id2=DOID:162
ENSP00000293308	KRT8	DOID:162	Cancer	5.011	2.5	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000293308&type2=-26&id2=DOID:162
ENSP00000293308	KRT8	DOID:0060074	Ductal carcinoma in situ	3.534	1.8	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000293308&type2=-26&id2=DOID:0060074
ENSP00000293328	STAT5B	DOID:162	Cancer	5.570	2.8	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000293328&type2=-26&id2=DOID:162
ENSP00000293371	DCD	DOID:162	Cancer	3.487	1.7	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000293371&type2=-26&id2=DOID:162
ENSP00000293379	ITGA5	DOID:162	Cancer	3.937	2.0	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000293379&type2=-26&id2=DOID:162
ENSP00000293379	ITGA5	DOID:8826	Colon carcinoma in situ	3.333	1.7	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000293379&type2=-26&id2=DOID:8826
ENSP00000293549	WNT1	DOID:162	Cancer	4.596	2.3	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000293549&type2=-26&id2=DOID:162
ENSP00000293636	CELA1	DOID:1793	Pancreatic cancer	4.566	2.3	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000293636&type2=-26&id2=DOID:1793
ENSP00000293670	KRT83	DOID:9036	Parotid gland cancer	3.534	1.8	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000293670&type2=-26&id2=DOID:9036
ENSP00000293761	ALOX15	DOID:162	Cancer	3.047	1.5	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000293761&type2=-26&id2=DOID:162
ENSP00000293831	EIF4A1	DOID:162	Cancer	3.414	1.7	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000293831&type2=-26&id2=DOID:162
ENSP00000293842	RPL26	DOID:5467	Conjunctival cancer	3.071	1.5	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000293842&type2=-26&id2=DOID:5467
ENSP00000293897	SSTR5	DOID:162	Cancer	3.343	1.7	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000293897&type2=-26&id2=DOID:162
ENSP00000293922	PTX4	DOID:3457	Invasive lobular carcinoma	3.712	1.9	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000293922&type2=-26&id2=DOID:3457
ENSP00000294258	ZFPL1	DOID:1115	Sarcoma	3.131	1.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000294258&type2=-26&id2=DOID:1115
ENSP00000294312	FGF19	DOID:162	Cancer	4.039	2.0	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000294312&type2=-26&id2=DOID:162
ENSP00000294339	TAL1	DOID:1240	Leukemia	5.594	2.8	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000294339&type2=-26&id2=DOID:1240
ENSP00000294489	PDPN	DOID:162	Cancer	5.954	3.0	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000294489&type2=-26&id2=DOID:162
ENSP00000294489	PDPN	DOID:0060074	Ductal carcinoma in situ	3.760	1.9	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000294489&type2=-26&id2=DOID:0060074
ENSP00000294517	ADC	DOID:1324	Lung cancer	3.887	1.9	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000294517&type2=-26&id2=DOID:1324
ENSP00000294517	ADC	DOID:1749	Squamous cell carcinoma	3.659	1.8	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000294517&type2=-26&id2=DOID:1749
ENSP00000294517	ADC	DOID:299	Adenocarcinoma	3.611	1.8	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000294517&type2=-26&id2=DOID:299
ENSP00000294702	GFI1	DOID:162	Cancer	3.263	1.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000294702&type2=-26&id2=DOID:162
ENSP00000294728	VCAM1	DOID:162	Cancer	4.308	2.2	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000294728&type2=-26&id2=DOID:162
ENSP00000294816	LMX1A	DOID:3604	Ovarian mucinous cystadenocarcinoma	4.403	2.2	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000294816&type2=-26&id2=DOID:3604
ENSP00000294816	LMX1A	DOID:4362	Cervical cancer	3.205	1.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000294816&type2=-26&id2=DOID:4362
ENSP00000294904	RBMS1	DOID:162	Cancer	3.027	1.5	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000294904&type2=-26&id2=DOID:162
ENSP00000295025	REL	DOID:162	Cancer	4.765	2.4	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000295025&type2=-26&id2=DOID:162
ENSP00000295087	ARL5A	DOID:8634	Prostate carcinoma in situ	4.693	2.3	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000295087&type2=-26&id2=DOID:8634
ENSP00000295113	FRZB	DOID:162	Cancer	3.490	1.7	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000295113&type2=-26&id2=DOID:162
ENSP00000295256	HPGDS	DOID:162	Cancer	6.277	3.1	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000295256&type2=-26&id2=DOID:162
ENSP00000295400	TGFA	DOID:162	Cancer	4.728	2.4	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000295400&type2=-26&id2=DOID:162
ENSP00000295408	MERTK	DOID:162	Cancer	3.528	1.8	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000295408&type2=-26&id2=DOID:162
ENSP00000295453	ALPPL2	DOID:162	Cancer	6.201	3.1	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000295453&type2=-26&id2=DOID:162
ENSP00000295470	HNRPDL	DOID:162	Cancer	3.583	1.8	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000295470&type2=-26&id2=DOID:162
ENSP00000295522	CLDN1	DOID:162	Cancer	3.475	1.7	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000295522&type2=-26&id2=DOID:162
ENSP00000295589	CCKAR	DOID:1793	Pancreatic cancer	3.611	1.8	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000295589&type2=-26&id2=DOID:1793
ENSP00000295600	MITF	DOID:1909	Melanoma	6.347	3.2	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000295600&type2=-26&id2=DOID:1909
ENSP00000295600	MITF	DOID:2643	Perivascular epithelioid cell tumor	4.341	2.2	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000295600&type2=-26&id2=DOID:2643
ENSP00000295600	MITF	DOID:4159	Skin cancer	4.086	2.0	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000295600&type2=-26&id2=DOID:4159
ENSP00000295600	MITF	DOID:6085	Meningeal melanoma	4.024	2.0	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000295600&type2=-26&id2=DOID:6085
ENSP00000295600	MITF	DOID:1115	Sarcoma	3.565	1.8	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000295600&type2=-26&id2=DOID:1115
ENSP00000295600	MITF	DOID:4239	Alveolar soft part sarcoma	3.409	1.7	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000295600&type2=-26&id2=DOID:4239
ENSP00000295600	MITF	DOID:8167	Gallbladder melanoma	3.214	1.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000295600&type2=-26&id2=DOID:8167
ENSP00000295600	MITF	DOID:4450	Renal cell carcinoma	3.124	1.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000295600&type2=-26&id2=DOID:4450
ENSP00000295666	IGFBP7	DOID:162	Cancer	4.010	2.0	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000295666&type2=-26&id2=DOID:162
ENSP00000295683	CXCR1	DOID:162	Cancer	3.705	1.9	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000295683&type2=-26&id2=DOID:162
ENSP00000295713	SRGAP2	DOID:3371	Chondrosarcoma	3.148	1.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000295713&type2=-26&id2=DOID:3371
ENSP00000295718	PTPRN	DOID:4362	Cervical cancer	6.215	3.1	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000295718&type2=-26&id2=DOID:4362
ENSP00000295718	PTPRN	DOID:305	Carcinoma	4.210	2.1	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000295718&type2=-26&id2=DOID:305
ENSP00000295731	IHH	DOID:11459	Pseudotumor cerebri	3.310	1.7	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000295731&type2=-26&id2=DOID:11459
ENSP00000295731	IHH	DOID:162	Cancer	3.294	1.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000295731&type2=-26&id2=DOID:162
ENSP00000295736	SLC4A7	DOID:1612	Breast cancer	3.335	1.7	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000295736&type2=-26&id2=DOID:1612
ENSP00000295743	EOMES	DOID:162	Cancer	3.120	1.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000295743&type2=-26&id2=DOID:162
ENSP00000295746	KIAA1524	DOID:162	Cancer	4.014	2.0	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000295746&type2=-26&id2=DOID:162
ENSP00000295756	TRAT1	DOID:162	Cancer	3.273	1.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000295756&type2=-26&id2=DOID:162
ENSP00000295770	STT3B	DOID:4362	Cervical cancer	3.218	1.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000295770&type2=-26&id2=DOID:4362
ENSP00000295872	SPICE1	DOID:162	Cancer	4.254	2.1	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000295872&type2=-26&id2=DOID:162
ENSP00000295897	ALB	DOID:162	Cancer	6.393	3.2	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000295897&type2=-26&id2=DOID:162
ENSP00000295924	TIPARP	DOID:10283	Prostate cancer	4.707	2.4	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000295924&type2=-26&id2=DOID:10283
ENSP00000295951	SLMAP	DOID:1967	Leiomyosarcoma	3.184	1.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000295951&type2=-26&id2=DOID:1967
ENSP00000296027	CXCL5	DOID:162	Cancer	3.407	1.7	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000296027&type2=-26&id2=DOID:162
ENSP00000296028	PPBP	DOID:162	Cancer	3.212	1.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000296028&type2=-26&id2=DOID:162
ENSP00000296029	PF4	DOID:162	Cancer	3.497	1.7	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000296029&type2=-26&id2=DOID:162
ENSP00000296125	TGM4	DOID:8564	Lip cancer	3.097	1.5	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000296125&type2=-26&id2=DOID:8564
ENSP00000296129	CDCP1	DOID:162	Cancer	3.389	1.7	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000296129&type2=-26&id2=DOID:162
ENSP00000296140	CCR1	DOID:162	Cancer	3.365	1.7	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000296140&type2=-26&id2=DOID:162
ENSP00000296145	TDGF1	DOID:162	Cancer	4.034	2.0	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000296145&type2=-26&id2=DOID:162
ENSP00000296181	ITGB5	DOID:162	Cancer	3.447	1.7	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000296181&type2=-26&id2=DOID:162
ENSP00000296277	RPL39L	DOID:293	Lacrimal gland carcinoma	4.702	2.4	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000296277&type2=-26&id2=DOID:293
ENSP00000296350	MFI2	DOID:1909	Melanoma	4.154	2.1	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000296350&type2=-26&id2=DOID:1909
ENSP00000296350	MFI2	DOID:166	Melanotic neuroectodermal tumor	3.291	1.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000296350&type2=-26&id2=DOID:166
ENSP00000296474	MST1R	DOID:162	Cancer	4.145	2.1	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000296474&type2=-26&id2=DOID:162
ENSP00000296509	MAD2L1	DOID:162	Cancer	3.011	1.5	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000296509&type2=-26&id2=DOID:162
ENSP00000296511	ANXA5	DOID:162	Cancer	6.740	3.4	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000296511&type2=-26&id2=DOID:162
ENSP00000296522	HPGD	DOID:162	Cancer	3.808	1.9	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000296522&type2=-26&id2=DOID:162
ENSP00000296545	IL15	DOID:162	Cancer	6.259	3.1	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000296545&type2=-26&id2=DOID:162
ENSP00000296585	ITGA2	DOID:162	Cancer	5.086	2.5	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000296585&type2=-26&id2=DOID:162
ENSP00000296684	NDUFS4	DOID:162	Cancer	3.214	1.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000296684&type2=-26&id2=DOID:162
ENSP00000296695	SPINK1	DOID:162	Cancer	4.003	2.0	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000296695&type2=-26&id2=DOID:162
ENSP00000296777	CARTPT	DOID:162	Cancer	4.169	2.1	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000296777&type2=-26&id2=DOID:162
ENSP00000296795	TLR3	DOID:162	Cancer	4.277	2.1	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000296795&type2=-26&id2=DOID:162
ENSP00000296870	IL3	DOID:162	Cancer	5.635	2.8	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000296870&type2=-26&id2=DOID:162
ENSP00000296871	CSF2	DOID:162	Cancer	6.525	3.3	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000296871&type2=-26&id2=DOID:162
ENSP00000296921	TLX3	DOID:9952	Acute lymphocytic leukemia	5.138	2.6	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000296921&type2=-26&id2=DOID:9952
ENSP00000296921	TLX3	DOID:715	T-cell leukemia	3.011	1.5	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000296921&type2=-26&id2=DOID:715
ENSP00000296930	NPM1	DOID:162	Cancer	5.897	2.9	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000296930&type2=-26&id2=DOID:162
ENSP00000297185	HSPA9	DOID:162	Cancer	3.416	1.7	http://diseases.jensenlab.org/Entity?documents=10&type1=9606&id1=ENSP00000297185&type2=-26&id2=DOID:162
