__mclCluster	name	PRWP	score	Unnamed: 0
380.0	SART3	0.0	-1	719
122.0	GNG12	0.0	-1	720
381.0	NPPB	0.0	-1	721
381.0	NPR3	0.0	-1	722
105.0	POLR3F	0.0	-1	723
105.0	POLR3C	0.0	-1	724
32.0	ARHGAP32	0.0	-1	725
-1	TRAF2	-1	-1	726
-1	TNF	-1	-1	727
-1	RPS11	-1	-1	728
382.0	BRCA2	9.29631815092e+12	0.48	729
-1	EIF3K	-1	-1	730
383.0	ARAF	0.0	-1	731
-1	MAP3K11	-1	-1	732
58.0	STAT5B	0.0	-1	733
28.0	SF3B1	0.0	-1	734
384.0	FN1	0.0	-1	735
384.0	COL2A1	0.0	-1	736
43.0	RPL35	0.0	-1	737
385.0	VAMP2	0.0	-1	738
385.0	NAPA	0.0	-1	739
-1	MLLT3	-1	-1	740
-1	PCGF2	-1	-1	741
-1	CTTN	-1	-1	742
289.0	TJP1	0.0	-1	743
-1	TP53BP1	-1	-1	744
386.0	ACTN4	0.0	-1	745
386.0	ACTN2	0.0	-1	746
387.0	PNO1	0.0	-1	747
387.0	BYSL	0.0	-1	748
127.0	CCT7	0.0	-1	749
388.0	RIPK3	0.0	-1	750
388.0	FADD	0.0	-1	751
389.0	PIK3R2	0.0	-1	752
128.0	UIMC1	0.0	-1	753
390.0	PSMD10	0.0	-1	754
7.0	CCNK	0.0	-1	755
2.0	SKAP2	0.0	-1	756
391.0	USP9X	0.0	-1	757
392.0	MAP3K2	0.0	-1	758
392.0	PKN2	0.0	-1	759
125.0	PRKCZ	0.0	-1	760
56.0	TOPBP1	6.97223861319e+12	-1	761
129.0	SFN	0.0	-1	762
393.0	SFPQ	0.0	-1	763
394.0	SEL1L	0.0	-1	764
394.0	OS9	0.0	-1	765
395.0	MYBBP1A	0.0	-1	766
395.0	AR	0.0	-1	767
396.0	PLD1	0.0	-1	768
396.0	RALA	0.0	-1	769
382.0	KAT2B	9.29631815092e+12	-1	770
397.0	DNAJA1	0.0	-1	771
397.0	PARK2	0.0	-1	772
215.0	VPS26A	0.0	-1	773
240.0	VPS35	0.0	-1	774
398.0	ABCC9	0.0	-1	775
398.0	KCNJ8	0.0	-1	776
399.0	ARID1A	0.0	-1	777
97.0	KDR	2.32407953773e+12	-1	778
400.0	CUL4A	0.0	-1	779
400.0	FBXW5	0.0	-1	780
18.0	MEF2D	0.0	-1	781
401.0	EZH1	0.0	-1	782
401.0	SUZ12	0.0	-1	783
9.0	SPSB2	0.0	-1	784
10.0	ITSN1	0.0	-1	785
51.0	RASSF5	0.0	-1	786
402.0	BMP6	2.3293366419e+12	0.120271441872	787
402.0	BMPR1B	2.3293366419e+12	-1	788
-1	PGR	-1	0.122714418721	789
403.0	PINK1	0.0	-1	790
403.0	TOMM20	0.0	-1	791
126.0	PPP4C	0.0	-1	792
126.0	PPP4R3A	0.0	-1	793
221.0	PFDN5	0.0	-1	794
-1	ARPC3	-1	-1	795
404.0	KIF5A	0.0	-1	796
404.0	KLC1	0.0	-1	797
-1	SNCA	-1	0.123810117731	798
405.0	ILF3	0.0	-1	799
405.0	PRKDC	0.0	-1	800
52.0	HTRA2	0.0	-1	801
406.0	SLC7A11	0.0	-1	802
406.0	SLC3A2	0.0	-1	803
110.0	RAG1	2.32407953773e+12	-1	804
110.0	KPNA2	2.32407953773e+12	0.12	805
53.0	INO80E	0.0	-1	806
407.0	TRIM6	0.0	-1	807
-1	BTK	-1	-1	808
408.0	BRINP1	0.0	-1	809
408.0	SIRT1	0.0	-1	810
40.0	SNRPD2	0.0	-1	811
130.0	AXIN2	0.0	-1	812
409.0	SREK1	0.0	-1	813
409.0	SRSF2	0.0	-1	814
410.0	AIMP2	0.0	-1	815
-1	GOSR1	-1	-1	816
146.0	HNRNPD	0.0	-1	817
153.0	HSPA8	0.0	-1	818
411.0	MED31	0.0	-1	819
411.0	MED18	0.0	-1	820
412.0	SNX33	0.0	-1	821
412.0	SNX9	0.0	-1	822
413.0	TCEANC	0.0	-1	823
413.0	ZKSCAN7	0.0	-1	824
94.0	CHAF1A	0.0	-1	825
414.0	USP22	0.0	-1	826
-1	PSMC2	-1	-1	827
-1	ING3	-1	-1	828
44.0	ALYREF	0.0	-1	829
415.0	STX3	0.0	-1	830
415.0	VAMP3	0.0	-1	831
416.0	RPS17	0.0	-1	832
416.0	RPS25	0.0	-1	833
-1	MARK3	-1	-1	834
417.0	SMAD4	2.32407953773e+12	0.12	835
417.0	PIAS4	2.32407953773e+12	-1	836
418.0	HMGA1	0.0	-1	837
418.0	NFKB1	0.0	-1	838
131.0	PRKCG	0.0	-1	839
12.0	GNG3	0.0	-1	840
419.0	STAG1	0.0	-1	841
419.0	SMC1A	0.0	-1	842
-1	RPS5	-1	-1	843
123.0	NOG	0.0	-1	844
123.0	BMP4	0.0	-1	845
420.0	WASL	0.0	-1	846
420.0	PFN1	0.0	-1	847
421.0	RLN3	0.0	-1	848
-1	ALK	-1	-1	849
422.0	F10	2.32407953773e+12	-1	850
423.0	CS	0.0	-1	851
423.0	MDH2	0.0	-1	852
20.0	CXCL11	2.32407953773e+12	-1	853
-1	MYB	-1	-1	854
108.0	IKBKB	0.0	-1	855
108.0	IKBKE	0.0	-1	856
424.0	TGFB1I1	0.0	-1	857
424.0	CRKL	0.0	-1	858
425.0	MEF2A	0.0	-1	859
425.0	TEAD1	0.0	-1	860
32.0	CDC42BPA	0.0	-1	861
422.0	PROS1	2.32407953773e+12	0.12	862
353.0	XRCC5	0.0	-1	863
15.0	SATB1	0.0	-1	864
132.0	TAF3	0.0	-1	865
-1	BMI1	-1	-1	866
2.0	MAPT	0.0	-1	867
2.0	FYN	0.0	-1	868
-1	PSMB10	-1	-1	869
22.0	BCL6	0.0	-1	870
426.0	PAAF1	0.0	-1	871
427.0	PICK1	0.0	-1	872
427.0	EPHB2	0.0	-1	873
428.0	SHANK2	0.0	-1	874
428.0	SSTR2	0.0	-1	875
429.0	GPAA1	0.0	-1	876
429.0	PIGT	0.0	-1	877
133.0	LBR	0.0	-1	878
39.0	IRS2	2.33985085024e+12	-1	879
52.0	LATS1	0.0	-1	880
52.0	MOB1B	0.0	-1	881
232.0	PER2	0.0	-1	882
4.0	FAF2	0.0	-1	883
-1	FOS	-1	-1	884
101.0	STX2	0.0	-1	885
101.0	STXBP2	0.0	-1	886
430.0	ITGB1	0.0	-1	887
430.0	ITGB1BP2	0.0	-1	888
27.0	CXCL8	7.15136484913e+12	-1	889
310.0	RNF4	0.0	-1	890
-1	TCP1	-1	-1	891
431.0	AURKA	0.0	-1	892
431.0	INCENP	0.0	-1	893
432.0	FER	0.0	-1	894
134.0	PMAIP1	0.0	-1	895
48.0	TAF6	0.0	-1	896
433.0	PLEC	0.0	-1	897
433.0	SPTAN1	0.0	-1	898
434.0	CDKN1B	0.0	-1	899
434.0	CKS1B	0.0	-1	900
-1	APAF1	-1	-1	901
435.0	EIF2B2	0.0	-1	902
-1	STX5	-1	-1	903
436.0	GOSR2	0.0	-1	904
-1	MORF4L1	-1	-1	905
-1	TAF9	-1	-1	906
-1	TAF13	-1	-1	907
437.0	LIMK1	0.0	-1	908
437.0	ROCK1	0.0	-1	909
438.0	SNRNP200	0.0	-1	910
-1	MCM3	-1	-1	911
-1	STAT1	-1	-1	912
323.0	TCF4	0.0	-1	913
12.0	GNG10	0.0	-1	914
439.0	PSTPIP1	0.0	-1	915
439.0	FASLG	0.0	-1	916
1.0	TRPC4AP	2.32407953773e+12	-1	917
234.0	PARP1	0.0	-1	918
23.0	AGO4	0.0	-1	919
23.0	TNRC6A	0.0	-1	920
61.0	PTGIR	0.0	-1	921
43.0	RPL19	0.0	-1	922
43.0	RPL23A	0.0	-1	923
440.0	POLI	0.0	-1	924
440.0	POLH	0.0	-1	925
18.0	SOX9	0.0	-1	926
-1	LIN54	-1	-1	927
441.0	CASK	0.0	-1	928
441.0	KCNJ4	0.0	-1	929
-1	NRIP1	-1	-1	930
85.0	LCK	0.0	-1	931
13.0	TRIM17	0.0	-1	932
29.0	RPS9	0.0	-1	933
442.0	CAPZB	0.0	-1	934
442.0	CAPZA1	0.0	-1	935
-1	ASAP2	-1	-1	936
390.0	PSMD14	0.0	-1	937
-1	PSMD4	-1	-1	938
15.0	SUMO1	0.0	-1	939
15.0	SART1	0.0	-1	940
361.0	NCAPG	2.32407953773e+12	-1	941
50.0	PTPRC	0.0	-1	942
135.0	ASB1	0.0	-1	943
3.0	SUDS3	0.0	-1	944
21.0	MED17	0.0	-1	945
-1	RBL2	-1	-1	946
443.0	ATG16L1	0.0	-1	947
443.0	ATG12	0.0	-1	948
159.0	HIST3H3	0.0	-1	949
-1	MED26	-1	-1	950
136.0	SEH1L	0.0	-1	951
444.0	MARCKS	0.0	-1	952
131.0	AXIN1	0.0	-1	953
445.0	GC	2.38043683429e+12	0.122909915723	954
445.0	ACTC1	2.38043683429e+12	-1	955
435.0	EIF2B3	0.0	-1	956
55.0	POLR3B	0.0	-1	957
44.0	THOC1	0.0	-1	958
25.0	IARS	0.0	-1	959
175.0	PALB2	4.18008406952e+12	-1	960
53.0	UCHL5	0.0	-1	961
137.0	AP3S1	0.0	-1	962
446.0	TRAF5	0.0	-1	963
446.0	TNFRSF8	0.0	-1	964
447.0	EIF3M	0.0	-1	965
-1	ERBB3	-1	0.160315488506	966
-1	RPS20	-1	-1	967
119.0	CALR	0.0	-1	968
119.0	HLA-E	0.0	-1	969
30.0	TRIM32	0.0	-1	970
-1	ACTR2	-1	-1	971
109.0	ATRIP	0.0	-1	972
109.0	RPA1	0.0	-1	973
-1	NCAPD2	-1	-1	974
26.0	OCRL	2.3293366419e+12	-1	975
69.0	BAG1	0.0	-1	976
448.0	SMAD1	0.0	-1	977
448.0	WWP1	0.0	-1	978
16.0	CDH1	2.32407953773e+12	-1	979
-1	TCF3	-1	-1	980
11.0	NCL	0.0	-1	981
375.0	NCK1	0.0	-1	982
24.0	SSRP1	0.0	-1	983
399.0	SMARCA2	0.0	-1	984
64.0	CUL3	0.0	-1	985
296.0	CASP8	0.0	-1	986
241.0	PRPF8	0.0	-1	987
5.0	ERCC6	0.0	-1	988
27.0	PZP	7.15136484913e+12	0.12	989
27.0	MMP9	7.15136484913e+12	0.129248886694	990
55.0	POLR3A	0.0	-1	991
213.0	SMC3	0.0	-1	992
-1	PML	-1	-1	993
106.0	MED10	0.0	-1	994
106.0	CCNC	0.0	-1	995
-1	CDK7	-1	0.12	996
60.0	LSM6	0.0	-1	997
449.0	CAMK4	0.0	-1	998
449.0	CAMKK2	0.0	-1	999
31.0	SETD7	0.0	-1	1000
122.0	GNB2	0.0	-1	1001
12.0	GNG5	0.0	-1	1002
299.0	POLA1	0.0	-1	1003
76.0	PCNA	2.32407953773e+12	-1	1004
450.0	GABARAP	0.0	-1	1005
451.0	DHH	0.0	-1	1006
451.0	HHIP	0.0	-1	1007
60.0	LSM2	0.0	-1	1008
60.0	LSM4	0.0	-1	1009
452.0	FAAP24	0.0	-1	1010
452.0	FANCM	0.0	-1	1011
-1	RPS14	-1	-1	1012
372.0	WDR61	0.0	-1	1013
220.0	NCOA2	0.0	-1	1014
453.0	WASF2	0.0	-1	1015
453.0	ACTR3	0.0	-1	1016
138.0	PEF1	0.0	-1	1017
-1	TRIM25	-1	-1	1018
454.0	SCRIB	0.0	-1	1019
454.0	ARHGEF7	0.0	-1	1020
326.0	COPS7A	0.0	-1	1021
438.0	PRPF6	0.0	-1	1022
33.0	DLL4	0.0	-1	1023
1.0	DTL	2.32407953773e+12	0.12	1024
174.0	ACIN1	0.0	-1	1025
-1	RNF8	-1	-1	1026
9.0	ASB8	0.0	-1	1027
-1	COPB2	-1	-1	1028
-1	COPG2	-1	-1	1029
9.0	SPSB1	0.0	-1	1030
20.0	CXCL12	2.32407953773e+12	-1	1031
6.0	TUBA4A	2.43486341944e+12	-1	1032
136.0	SEC13	0.0	-1	1033
136.0	NUP107	0.0	-1	1034
8.0	FBXO31	0.0	-1	1035
455.0	CTBP2	0.0	-1	1036
455.0	HIC1	0.0	-1	1037
456.0	YWHAB	0.0	-1	1038
456.0	RIN1	0.0	-1	1039
355.0	RNF2	0.0	-1	1040
68.0	LRR1	2.36992262595e+12	-1	1041
115.0	YWHAQ	0.0	-1	1042
139.0	IL20RB	0.0	-1	1043
-1	DNMT1	-1	-1	1044
-1	PSMA1	-1	-1	1045
457.0	STK11	0.0	-1	1046
457.0	CDC37	0.0	-1	1047
-1	PSMC6	-1	-1	1048
344.0	HDAC5	0.0	-1	1049
-1	MED16	-1	-1	1050
51.0	RASSF6	0.0	-1	1051
458.0	PDCD6IP	0.0	-1	1052
458.0	VPS4B	0.0	-1	1053
79.0	GNAO1	0.0	-1	1054
79.0	ADRA2A	0.0	-1	1055
100.0	UBA1	0.0	-1	1056
100.0	UBE2L3	0.0	-1	1057
459.0	RAMP2	0.0	-1	1058
459.0	CALCRL	0.0	-1	1059
460.0	CCNA1	0.0	-1	1060
460.0	HIST1H1A	0.0	-1	1061
103.0	SIRPA	0.0	-1	1062
103.0	CD47	0.0	-1	1063
21.0	MED23	0.0	-1	1064
461.0	NRAS	0.0	-1	1065
461.0	SHOC2	0.0	-1	1066
-1	DCTN1	-1	-1	1067
4.0	VCPIP1	0.0	-1	1068
462.0	CD2AP	0.0	-1	1069
462.0	MVB12A	0.0	-1	1070
70.0	MCC	0.0	-1	1071
70.0	CSNK1E	0.0	-1	1072
463.0	RUVBL2	0.0	-1	1073
463.0	ACTR8	0.0	-1	1074
-1	SNAI1	-1	-1	1075
432.0	STAT3	0.0	-1	1076
130.0	GSK3B	0.0	-1	1077
130.0	AKAP11	0.0	-1	1078
464.0	NMU	0.0	-1	1079
464.0	NMUR2	0.0	-1	1080
465.0	HAND2	0.0	-1	1081
465.0	HAND1	0.0	-1	1082
466.0	CD247	0.0	-1	1083
466.0	CD3E	0.0	-1	1084
467.0	TEC	0.0	-1	1085
467.0	DOK1	0.0	-1	1086
6.0	PIAS2	2.43486341944e+12	-1	1087
59.0	ARF1	0.0	-1	1088
59.0	PIP5K1A	0.0	-1	1089
40.0	CLNS1A	0.0	-1	1090
40.0	SNRPD3	0.0	-1	1091
4.0	ANKZF1	0.0	-1	1092
68.0	CUL2	2.36992262595e+12	0.122367031979	1093
41.0	IL1A	2.64259058176e+12	-1	1094
468.0	RFX1	0.0	-1	1095
468.0	RFX2	0.0	-1	1096
469.0	FANCA	0.0	-1	1097
469.0	FAAP100	0.0	-1	1098
1.0	WDTC1	2.32407953773e+12	-1	1099
4.0	ASPSCR1	0.0	-1	1100
470.0	CFI	0.0	-1	1101
470.0	CFH	0.0	-1	1102
471.0	SLC22A1	0.0	-1	1103
471.0	POU2AF1	0.0	-1	1104
472.0	CREM	0.0	-1	1105
472.0	FHL5	0.0	-1	1106
-1	STUB1	-1	-1	1107
473.0	RAN	0.0	-1	1108
473.0	NXF1	0.0	-1	1109
19.0	STRN	0.0	-1	1110
121.0	TGFBR1	0.0	-1	1111
121.0	SMURF1	0.0	-1	1112
474.0	MBP	0.0	-1	1113
9.0	TCEB3	0.0	-1	1114
475.0	NUP62	0.0	-1	1115
475.0	NUTF2	0.0	-1	1116
46.0	NCOA1	2.42415686404e+12	-1	1117
46.0	STAT6	2.42415686404e+12	0.125167327091	1118
7.0	FZR1	0.0	-1	1119
-1	CENPA	-1	-1	1120
369.0	AURKB	0.0	-1	1121
476.0	DDX3X	0.0	-1	1122
476.0	EIF4E	0.0	-1	1123
38.0	ZMYM2	0.0	-1	1124
477.0	STXBP3	0.0	-1	1125
477.0	STX4	0.0	-1	1126
140.0	ERCC2	0.0	-1	1127
330.0	RAD50	0.0	-1	1128
124.0	CDH2	0.0	-1	1129
-1	BTRC	-1	-1	1130
478.0	CSF2	0.0	-1	1131
478.0	CSF3R	0.0	-1	1132
479.0	PDS5B	0.0	-1	1133
479.0	RAD21	0.0	-1	1134
343.0	RBX1	0.0	-1	1135
8.0	FBXW8	0.0	-1	1136
-1	TUBA1A	-1	-1	1137
36.0	SYK	2.75670085621e+12	-1	1138
36.0	PLCG2	2.75670085621e+12	-1	1139
-1	NGFR	-1	-1	1140
-1	RIPK2	-1	-1	1141
-1	ASH2L	-1	-1	1142
-1	HCFC1	-1	-1	1143
16.0	CDC27	2.32407953773e+12	-1	1144
16.0	FBXO5	2.32407953773e+12	-1	1145
9.0	SPSB4	0.0	-1	1146
137.0	AP3D1	0.0	-1	1147
137.0	AP3B1	0.0	-1	1148
21.0	MED13	0.0	-1	1149
-1	ASB2	-1	-1	1150
-1	PSMA6	-1	-1	1151
480.0	FAS	0.0	-1	1152
480.0	CASP10	0.0	-1	1153
481.0	HRAS	2.38043683429e+12	0.122909915723	1154
481.0	PDE6D	2.38043683429e+12	-1	1155
1.0	DCAF4	2.32407953773e+12	-1	1156
216.0	CASP3	0.0	-1	1157
482.0	ABL1	0.0	-1	1158
482.0	MAP4K1	0.0	-1	1159
-1	E2F2	-1	-1	1160
-1	CDK3	-1	-1	1161
13.0	RNF25	0.0	-1	1162
337.0	SRC	0.0	-1	1163
483.0	TAF1	2.5351330928e+12	-1	1164
483.0	HMGB1	2.5351330928e+12	0.13089740097	1165
484.0	BCAR1	0.0	-1	1166
484.0	PTPRF	0.0	-1	1167
50.0	IFNAR1	0.0	-1	1168
447.0	EIF3H	0.0	-1	1169
-1	EIF3D	-1	-1	1170
485.0	YY1	2.32407953773e+12	0.12	1171
485.0	INO80	2.32407953773e+12	-1	1172
486.0	MED12	0.0	-1	1173
486.0	MED4	0.0	-1	1174
444.0	PRKCB	0.0	-1	1175
131.0	GSK3A	0.0	-1	1176
17.0	NUP98	0.0	-1	1177
474.0	MAPK13	0.0	-1	1178
-1	MAPK8IP2	-1	-1	1179
61.0	FFAR1	0.0	-1	1180
407.0	TRIM5	0.0	-1	1181
-1	SMARCC1	-1	0.12	1182
-1	COPS6	-1	-1	1183
-1	COPS2	-1	-1	1184
-1	RPS2	-1	-1	1185
-1	MED21	-1	-1	1186
-1	MED6	-1	-1	1187
47.0	MAPK14	0.0	-1	1188
328.0	E2F1	2.56648337078e+12	0.132516120681	1189
487.0	RLIM	0.0	-1	1190
488.0	MZB1	0.0	-1	1191
488.0	CASP2	0.0	-1	1192
7.0	CDC25B	0.0	-1	1193
-1	CBX4	-1	-1	1194
-1	PHC1	-1	-1	1195
129.0	ZBTB16	0.0	-1	1196
8.0	DCUN1D1	0.0	-1	1197
120.0	LRP1	0.0	-1	1198
120.0	APP	0.0	-1	1199
41.0	MYD88	2.64259058176e+12	-1	1200
41.0	IL1R1	2.64259058176e+12	0.136445790543	1201
81.0	EGLN1	0.0	-1	1202
81.0	FKBP8	0.0	-1	1203
489.0	VWF	0.0	-1	1204
489.0	GP1BA	0.0	-1	1205
307.0	ICAM1	0.0	-1	1206
276.0	ITGAM	0.0	-1	1207
7.0	H1F0	0.0	-1	1208
490.0	POLA2	0.0	-1	1209
490.0	PRIM2	0.0	-1	1210
491.0	DRP2	0.0	-1	1211
491.0	UTRN	0.0	-1	1212
34.0	PRKCA	2.32407953773e+12	0.12	1213
34.0	DGKZ	2.32407953773e+12	-1	1214
492.0	GIP	0.0	-1	1215
492.0	GIPR	0.0	-1	1216
493.0	COPZ2	0.0	-1	1217
494.0	VIPR1	0.0	-1	1218
494.0	VIP	0.0	-1	1219
495.0	MAP3K1	0.0	-1	1220
495.0	CHUK	0.0	-1	1221
-1	PIN1	-1	0.12	1222
163.0	SMAD3	0.0	-1	1223
141.0	SNTG1	2.32407953773e+12	-1	1224
69.0	SIAH1	0.0	-1	1225
8.0	FBXO11	0.0	-1	1226
4.0	VCP	0.0	-1	1227
263.0	AMFR	0.0	-1	1228
20.0	DPP4	2.32407953773e+12	0.12	1229
20.0	CXCL10	2.32407953773e+12	-1	1230
29.0	RPL11	0.0	-1	1231
-1	CCT6A	-1	-1	1232
12.0	GNB1	0.0	-1	1233
496.0	TRAPPC3	0.0	-1	1234
496.0	TRAPPC8	0.0	-1	1235
58.0	JAK2	0.0	-1	1236
58.0	BCR	0.0	-1	1237
67.0	TSC22D4	0.0	-1	1238
497.0	LLGL2	0.0	-1	1239
497.0	PARD6A	0.0	-1	1240
-1	PCGF1	-1	-1	1241
160.0	RING1	0.0	-1	1242
185.0	RLN2	0.0	-1	1243
421.0	RXFP1	0.0	-1	1244
128.0	FAM175A	0.0	-1	1245
128.0	BRCC3	0.0	-1	1246
94.0	RBBP4	0.0	-1	1247
-1	PSMB1	-1	-1	1248
113.0	USP16	2.32407953773e+12	-1	1249
113.0	CDK1	2.32407953773e+12	0.12	1250
-1	COPS3	-1	-1	1251
-1	CDKN1A	-1	-1	1252
498.0	PTPN11	0.0	-1	1253
498.0	PXN	0.0	-1	1254
499.0	COL5A1	0.0	-1	1255
499.0	COL5A3	0.0	-1	1256
28.0	SF3B2	0.0	-1	1257
28.0	SF3A2	0.0	-1	1258
500.0	SEPT2	0.0	-1	1259
500.0	SEPT7	0.0	-1	1260
501.0	PDHA1	0.0	-1	1261
501.0	PDK1	0.0	-1	1262
-1	RNF7	-1	-1	1263
-1	INSR	-1	-1	1264
502.0	TNFSF10	2.68971217225e+12	-1	1265
502.0	TNFRSF11B	2.68971217225e+12	0.13887883587	1266
-1	PSMA5	-1	-1	1267
503.0	THOC2	0.0	-1	1268
503.0	DDX39B	0.0	-1	1269
504.0	DMAP1	0.0	-1	1270
504.0	SRCAP	0.0	-1	1271
47.0	CCND3	0.0	-1	1272
47.0	RB1	0.0	-1	1273
-1	PSMB8	-1	-1	1274
-1	PSMA2	-1	-1	1275
-1	CCND1	-1	-1	1276
280.0	HDAC3	0.0	-1	1277
-1	RPS26	-1	-1	1278
-1	RPS12	-1	-1	1279
75.0	PAF1	0.0	-1	1280
-1	KAT5	-1	-1	1281
6.0	ACTL6A	2.43486341944e+12	-1	1282
505.0	RAD51C	2.32407953773e+12	-1	1283
505.0	XRCC2	2.32407953773e+12	0.12	1284
506.0	RAD23A	0.0	-1	1285
506.0	XPC	0.0	-1	1286
487.0	UBE2D1	0.0	-1	1287
3.0	CHD3	0.0	-1	1288
-1	RPS29	-1	-1	1289
507.0	CDC20	2.32407953773e+12	0.12	1290
132.0	TAF8	0.0	-1	1291
132.0	TAF10	0.0	-1	1292
493.0	COPG1	0.0	-1	1293
508.0	POLR2J	0.0	-1	1294
508.0	POLR2G	0.0	-1	1295
-1	PSMB5	-1	-1	1296
509.0	BANF1	0.0	-1	1297
509.0	TMPO	0.0	-1	1298
-1	KDM1A	-1	-1	1299
89.0	MBD3	0.0	-1	1300
-1	UBE2E2	-1	-1	1301
-1	MID1	-1	-1	1302
510.0	FANCG	0.0	-1	1303
510.0	XRCC3	0.0	-1	1304
139.0	IL20RA	0.0	-1	1305
139.0	IL20	0.0	-1	1306
511.0	BCL2L11	0.0	-1	1307
511.0	BAX	0.0	-1	1308
512.0	GUCY2C	0.0	-1	1309
512.0	GUCA2A	0.0	-1	1310
513.0	FGG	0.0	-1	1311
513.0	F13A1	0.0	-1	1312
22.0	SIN3A	0.0	-1	1313
22.0	IKZF3	0.0	-1	1314
30.0	OTUB1	0.0	-1	1315
71.0	RARA	0.0	-1	1316
514.0	ORC4	0.0	-1	1317
514.0	ORC1	0.0	-1	1318
173.0	UBE2D3	0.0	-1	1319
-1	BIRC3	-1	-1	1320
515.0	AP1M2	0.0	-1	1321
515.0	TGOLN2	0.0	-1	1322
72.0	ACTR1A	0.0	-1	1323
72.0	DCTN2	0.0	-1	1324
516.0	CCNT1	0.0	-1	1325
516.0	SUPT5H	0.0	-1	1326
517.0	SMN1	0.0	-1	1327
517.0	SNRPB2	0.0	-1	1328
114.0	ATG13	0.0	-1	1329
114.0	ULK1	0.0	-1	1330
17.0	KPNB1	0.0	-1	1331
17.0	KPNA6	0.0	-1	1332
-1	E2F3	-1	-1	1333
-1	TFDP2	-1	-1	1334
-1	TSLP	-1	-1	1335
-1	STAT5A	-1	-1	1336
518.0	MED25	0.0	-1	1337
518.0	MED1	0.0	-1	1338
82.0	F2RL2	0.0	-1	1339
82.0	JAM3	0.0	-1	1340
-1	RPLP0	-1	-1	1341
329.0	RPLP1	0.0	-1	1342
-1	COPE	-1	-1	1343
-1	COPB1	-1	-1	1344
9.0	FEM1B	0.0	-1	1345
9.0	TCEB1	0.0	-1	1346
111.0	NOD2	0.0	-1	1347
111.0	MAP3K7	0.0	-1	1348
3.0	NR0B2	0.0	-1	1349
57.0	EIF2B5	0.0	-1	1350
519.0	WASF1	0.0	-1	1351
519.0	CYFIP2	0.0	-1	1352
32.0	PRKCI	0.0	-1	1353
32.0	CDC42	0.0	-1	1354
56.0	BRCA1	6.97223861319e+12	0.36	1355
56.0	MRPL36	6.97223861319e+12	-1	1356
249.0	CTNNB1	0.0	-1	1357
339.0	FBXW11	0.0	-1	1358
19.0	STRN3	0.0	-1	1359
19.0	STK24	0.0	-1	1360
6.0	SKP2	2.43486341944e+12	-1	1361
520.0	PCSK2	0.0	-1	1362
520.0	SCG5	0.0	-1	1363
521.0	SMARCE1	0.0	-1	1364
521.0	SMARCC2	0.0	-1	1365
1.0	DCAF12	2.32407953773e+12	-1	1366
1.0	DDB1	2.32407953773e+12	-1	1367
522.0	G3BP1	0.0	-1	1368
522.0	EIF4G1	0.0	-1	1369
-1	IRS1	-1	-1	1370
389.0	PIK3CA	0.0	-1	1371
45.0	PPP6C	0.0	-1	1372
45.0	PPP6R3	0.0	-1	1373
507.0	ANAPC2	2.32407953773e+12	-1	1374
-1	MAD2L1	-1	-1	1375
-1	SMARCD1	-1	-1	1376
-1	SMARCB1	-1	-1	1377
117.0	SENP3	0.0	-1	1378
117.0	PELP1	0.0	-1	1379
141.0	PGM5	2.32407953773e+12	0.12	1380
141.0	DMD	2.32407953773e+12	-1	1381
42.0	EGFR	0.0	-1	1382
239.0	HSPA4	0.0	-1	1383
-1	COL1A2	-1	-1	1384
78.0	AMPH	0.0	-1	1385
78.0	SH3GL2	0.0	-1	1386
99.0	PROC	3.71321278548e+12	-1	1387
99.0	THBD	3.71321278548e+12	-1	1388
7.0	CDK2	0.0	-1	1389
183.0	MCM4	7.02500200196e+12	0.24	1390
-1	F2	-1	-1	1391
248.0	SERPINA5	0.0	-1	1392
523.0	SIN3B	0.0	-1	1393
523.0	MAD1L1	0.0	-1	1394
-1	PSMA4	-1	-1	1395
-1	PSMB6	-1	-1	1396
-1	ARPC2	-1	-1	1397
-1	ARPC5L	-1	-1	1398
21.0	CDK8	0.0	-1	1399
21.0	MED14	0.0	-1	1400
524.0	WWOX	0.0	-1	1401
524.0	ERBB4	0.0	-1	1402
10.0	MST1R	0.0	-1	1403
10.0	CBL	0.0	-1	1404
124.0	CTNNA1	0.0	-1	1405
-1	APC	-1	0.146022200936	1406
525.0	GRIA2	0.0	-1	1407
525.0	GRIP1	0.0	-1	1408
270.0	UBE2I	0.0	-1	1409
129.0	HDAC4	0.0	-1	1410
14.0	TRAF6	0.0	-1	1411
-1	PSMB4	-1	-1	1412
90.0	PFDN4	0.0	-1	1413
90.0	VBP1	0.0	-1	1414
526.0	DCAF7	0.0	-1	1415
526.0	DYRK1A	0.0	-1	1416
527.0	MTOR	0.0	-1	1417
527.0	DEPTOR	0.0	-1	1418
528.0	E2F4	0.0	-1	1419
528.0	LIN9	0.0	-1	1420
-1	SF3B3	-1	-1	1421
393.0	TCERG1	0.0	-1	1422
33.0	MFNG	0.0	-1	1423
-1	PSMD13	-1	-1	1424
529.0	MAGED1	0.0	-1	1425
529.0	MSX2	0.0	-1	1426
93.0	MAPK1	2.32407953773e+12	-1	1427
77.0	SHC1	0.0	-1	1428
-1	PRKCD	-1	-1	1429
24.0	SUPT16H	0.0	-1	1430
24.0	H2AFX	0.0	-1	1431
29.0	RPS3	0.0	-1	1432
