__mclCluster	name	MAA
126.0	SLX4	0.324324324324
126.0	ERCC1	0.324324324324
9.0	KLF16	0.0900900900901
389.0	PRLHR	0.0
389.0	PRLH	0.0
388.0	NPPC	0.0
388.0	NPR2	0.0
78.0	COPA	0.0
35.0	AIMP1	0.0
55.0	DDX58	0.0
387.0	KLK3	0.912162162162
387.0	IGFBP3	0.912162162162
386.0	ROM1	0.0
386.0	PRPH2	0.0
77.0	A2M	0.182432432432
77.0	IL1B	0.182432432432
69.0	MSH6	0.285050675676
69.0	MLH1	0.285050675676
385.0	AP1G1	0.0
384.0	MAP1LC3A	0.0
384.0	ATG3	0.0
176.0	ARPC5	0.0
88.0	TAF4	0.0
166.0	KRT18	0.0
142.0	DNMT3A	0.675675675676
54.0	CBX5	0.228040540541
128.0	RAB7A	0.0
128.0	RAB5A	0.0
383.0	PRKD1	0.547297297297
3.0	DCAF1	0.0
76.0	PNN	0.0
175.0	BMP8B	0.243243243243
7.0	UBXN4	0.0
174.0	FBXW7	0.0
55.0	IRF3	0.0
382.0	KEL	0.0
382.0	XK	0.0
381.0	CASQ2	0.0
381.0	TRDN	0.0
380.0	RNF40	0.0
380.0	RNF20	0.0
70.0	PSMD3	0.0
15.0	GNL3	0.0
379.0	NFKB2	0.0
5.0	MYBL2	0.357490777451
141.0	IGBP1	0.0
141.0	MID2	0.0
28.0	GNG7	0.0
378.0	CBLC	0.364864864865
7.0	NPLOC4	0.0
377.0	CDK5RAP3	0.547297297297
377.0	CDK5R1	0.547297297297
107.0	NHP2	0.0
107.0	DKC1	0.0
143.0	CDX2	0.243243243243
142.0	UHRF1	0.675675675676
69.0	MSH2	0.285050675676
163.0	POLR2E	0.0
163.0	POLR1A	0.0
129.0	FCGR3A	0.0
173.0	TGFBRAP1	0.0
376.0	CD48	0.0
376.0	CD244	0.0
375.0	ICAM3	0.0
375.0	CD209	0.0
374.0	DIABLO	0.0
374.0	BIRC7	0.0
373.0	SNRPE	0.0
373.0	SNRPB	0.0
138.0	NCOA6	0.0
138.0	RBBP5	0.0
172.0	CTSD	0.0
372.0	POLR1E	0.0
372.0	POLR1B	0.0
167.0	TNFRSF4	0.0
167.0	TNFSF4	0.0
371.0	TERF2IP	0.0
365.0	F8	0.0
171.0	KLRC2	0.0
170.0	RPLP2	0.0
370.0	CCNE1	0.364864864865
87.0	ARHGAP21	0.0
21.0	CDC26	0.165540540541
369.0	CRHR2	0.0
369.0	UCN	0.0
351.0	VIM	0.364864864865
86.0	COPS4	0.0
368.0	C5	0.0
368.0	C2	0.0
151.0	CD8B	0.0
151.0	CD8A	0.0
8.0	NPHS1	0.0810810810811
367.0	LPL	0.0
367.0	APOC2	0.0
47.0	TAL1	0.0
169.0	PLRG1	0.0
366.0	BMPR1A	0.0
366.0	GDF9	0.0
365.0	F9	0.0
112.0	ADRB2	0.0
112.0	AKAP12	0.0
364.0	GLP1R	0.0
364.0	GCG	0.0
363.0	PSEN2	0.0
362.0	EXOC3	0.0
362.0	EXOC4	0.0
361.0	RHO	0.0
361.0	GRK1	0.0
146.0	CRAT	0.0
146.0	PEX5	0.0
85.0	KDM4A	0.0
3.0	DCAF11	0.0
19.0	HMG20B	0.259857942074
35.0	DARS	0.0
130.0	AP1B1	0.0
84.0	IFNGR1	0.285050675676
307.0	GEMIN6	0.0
83.0	EIF2B1	0.0
360.0	CABP2	0.0
359.0	ARRB1	0.0
359.0	MAPK10	0.0
358.0	ITGB3	0.912162162162
358.0	ITGA5	0.912162162162
357.0	UNC13B	0.0
357.0	DOC2B	0.0
168.0	LAS1L	0.243243243243
167.0	TRAF3	0.0
130.0	AP2M1	0.0
356.0	LMNB1	0.0
356.0	CASP6	0.0
19.0	PEX14	0.259857942074
355.0	UBE2W	0.0
105.0	ARF6	0.0
354.0	TNFRSF1B	0.0
58.0	VIL1	0.356313344595
166.0	MPRIP	0.0
353.0	SLC9A3R2	0.0
353.0	SGK1	0.0
40.0	THRA	0.356108108108
352.0	MSN	0.364864864865
165.0	GABARAPL2	0.0
164.0	RPA2	0.0
8.0	GRIN2B	0.0810810810811
18.0	CHFR	0.23228206696
82.0	IL7R	0.285050675676
163.0	POLR2B	0.0
351.0	CASP9	0.364864864865
162.0	ERBIN	0.243243243243
27.0	CCL11	0.429054054054
161.0	XRCC6	0.243243243243
13.0	SOCS2	0.0
33.0	TOPORS	0.42732972973
160.0	CSE1L	0.0
350.0	FNBP1	0.0
350.0	WAS	0.0
349.0	PIH1D1	0.0
349.0	RPAP3	0.0
348.0	VAMP7	0.0
348.0	STX7	0.0
347.0	BAP1	0.0
347.0	FOXK1	0.0
46.0	RNF168	0.210162162162
81.0	DCN	0.182432432432
81.0	THBS1	0.182432432432
346.0	EDA2R	0.0
346.0	EDA	0.0
345.0	PRIM1	0.0
46.0	ATR	0.210162162162
16.0	IKZF1	0.104247104247
116.0	COL8A1	0.432432432432
116.0	ITGA1	0.432432432432
159.0	UBA3	0.0
106.0	IKBKG	0.0
106.0	MALT1	0.0
127.0	GTF2A1L	0.0
127.0	GTF2A2	0.0
80.0	MYL12A	0.467483108108
79.0	MRE11A	0.228040540541
344.0	TRADD	0.0
158.0	WDR5	0.0
157.0	NCF2	0.0
343.0	ERBB2	0.912162162162
343.0	ACPP	0.912162162162
236.0	MED15	0.547297297297
342.0	CCL2	0.364864864865
342.0	ACKR2	0.364864864865
17.0	CDC25A	0.177840957516
263.0	SPOP	0.0
341.0	ETV1	0.547297297297
9.0	ING2	0.0900900900901
18.0	RNF111	0.23228206696
156.0	MED29	0.0
340.0	PLAU	0.912162162162
340.0	PLG	0.912162162162
78.0	COPZ1	0.0
339.0	PSMB9	0.0
339.0	POMP	0.0
155.0	MET	0.675675675676
338.0	GJC1	0.0
140.0	POLE2	0.0
140.0	POLE	0.0
337.0	TUBA3C	0.0
154.0	POLR3G	0.0
20.0	RCN2	0.0
45.0	CSTB	0.210162162162
3.0	DCAF5	0.0
336.0	WDR48	0.0
336.0	USP1	0.0
12.0	CTCF	0.0
335.0	ZBTB32	0.0
335.0	FANCC	0.0
334.0	MED28	0.0
334.0	MED9	0.0
333.0	TRIM28	0.0
333.0	ZNF350	0.0
332.0	UBA2	0.0
332.0	SUMO3	0.0
331.0	GRIK2	0.0
331.0	GRIK4	0.0
2.0	RPS23	0.0
330.0	PLA2G10	0.0
330.0	PLA2R1	0.0
134.0	GATAD2A	0.0
329.0	TBL1XR1	0.0
17.0	GPS1	0.177840957516
328.0	S100A4	0.0
328.0	MYH9	0.0
327.0	IPO4	0.0
327.0	ASF1B	0.0
153.0	MS4A2	0.0
75.0	TFPT	0.0
326.0	ATP6V0A1	0.0
326.0	ATP6V1B1	0.0
6.0	MED24	0.0
44.0	ZNRF1	0.0
325.0	C3	0.0
3.0	DCAF6	0.0
64.0	GNG11	0.0
324.0	NME2	0.0
324.0	NME1	0.0
5.0	NPAT	0.357490777451
15.0	CSNK1D	0.0
152.0	RHAG	0.0
151.0	HLA-G	0.0
59.0	PAN2	0.0
59.0	PABPC1	0.0
150.0	STX1A	0.0
137.0	RFC3	0.0
137.0	CHTF18	0.0
323.0	EPB42	0.0
323.0	STX12	0.0
149.0	SMURF2	0.0
322.0	MBD2	0.0
322.0	MTA2	0.0
321.0	AKT2	0.547297297297
148.0	F5	0.0
320.0	CACNA1S	0.0
320.0	RYR1	0.0
147.0	SLC2A1	0.324324324324
319.0	ELP2	0.0
319.0	ELP3	0.0
146.0	ECI2	0.0
318.0	NAA15	0.0
318.0	HYPK	0.0
317.0	TNR	0.0
317.0	CNTN1	0.0
36.0	CLTA	0.0
235.0	KAT2A	0.0
316.0	CCNB1	0.364864864865
316.0	CKS2	0.364864864865
315.0	MUSK	0.0
315.0	RAPSN	0.0
7.0	UBXN1	0.0
77.0	CELA1	0.182432432432
77.0	SERPINA3	0.182432432432
145.0	ZAP70	0.0
144.0	FLT4	0.432432432432
143.0	KMT2A	0.243243243243
12.0	POLR2I	0.0
314.0	HERPUD1	0.0
313.0	DTNA	0.0
313.0	SNTB1	0.0
312.0	HSPA5	0.364864864865
312.0	PPIB	0.364864864865
311.0	GHRL	0.364864864865
311.0	GHSR	0.364864864865
310.0	FKBP4	0.0
310.0	GLMN	0.0
309.0	NOP58	0.0
309.0	NOP56	0.0
43.0	POLR1D	0.0
308.0	GCLC	0.0
308.0	GCLM	0.0
67.0	PPARG	0.823796452703
38.0	SNRPA1	0.0
307.0	GEMIN2	0.0
64.0	GNGT2	0.0
142.0	PIAS1	0.675675675676
141.0	UBE2D4	0.0
59.0	HNRNPK	0.0
140.0	POLE3	0.0
306.0	FLT3LG	0.0
306.0	FLT3	0.0
2.0	RPL12	0.0
12.0	GTF2B	0.0
14.0	SPRY1	0.23228206696
305.0	CD79A	0.0
305.0	PIGR	0.0
304.0	DOK3	0.0
304.0	INPP5D	0.0
139.0	EED	0.324324324324
104.0	KLHL12	0.0
303.0	BCL3	0.0
303.0	RAB9A	0.0
131.0	LRP2	0.0
131.0	ALB	0.0
15.0	RPL23	0.0
302.0	CD93	0.0
302.0	F12	0.0
76.0	MDM4	0.0
301.0	HNF1A	0.364864864865
5.0	CDC6	0.357490777451
15.0	RPS7	0.0
42.0	FGB	0.0
14.0	UBASH3B	0.23228206696
75.0	NFRKB	0.0
300.0	MAP2K4	0.0
300.0	MAP3K5	0.0
74.0	SREBF2	0.538745777027
18.0	RCHY1	0.23228206696
73.0	MAPK8	0.356313344595
299.0	CYB5R3	0.0
299.0	CYB5A	0.0
298.0	UBE2G2	0.0
298.0	AUP1	0.0
297.0	MGRN1	0.0
297.0	TSG101	0.0
138.0	PAXIP1	0.0
34.0	UBB	0.0
137.0	RFC2	0.0
296.0	MFAP2	0.0
296.0	ELN	0.0
295.0	PLA2G2A	0.547297297297
295.0	VCAN	0.547297297297
72.0	MOB1A	0.0
24.0	MOB4	0.0
132.0	NCAM1	0.0
132.0	L1CAM	0.0
294.0	EFTUD2	0.364864864865
31.0	TRIP6	0.0
31.0	PTPN13	0.0
293.0	SNX2	0.0
136.0	BAG3	0.0
135.0	PFDN6	0.0
292.0	CIAO1	0.0
292.0	MMS19	0.0
255.0	CBX8	0.0
291.0	CRIPT	0.0
291.0	DLG2	0.0
290.0	KCNJ12	0.0
289.0	HTT	0.0
289.0	CBS	0.0
134.0	GATAD2B	0.0
25.0	RASSF2	0.0
133.0	MYOD1	0.0
288.0	CHD1L	0.0
287.0	CETN2	0.0
287.0	RAD23B	0.0
71.0	CD300LF	0.0
286.0	PER1	0.0
1.0	RELA	0.508083823188
285.0	XCR1	0.0
285.0	XCL1	0.0
70.0	SHFM1	0.0
123.0	MUC1	0.243243243243
123.0	GALNT2	0.243243243243
63.0	LGALS3	0.467483108108
132.0	ST8SIA4	0.0
284.0	TTI1	0.0
8.0	ITK	0.0810810810811
283.0	PRKAA2	0.0
283.0	PRKAB2	0.0
282.0	HEXIM2	0.0
281.0	RPTOR	0.0
281.0	RPS6KB1	0.0
280.0	BBS1	0.0
279.0	WRN	0.364864864865
278.0	YWHAH	0.0
278.0	MARK2	0.0
277.0	STIM1	0.0
277.0	ORAI1	0.0
69.0	BRIP1	0.285050675676
119.0	FCGR2A	0.243243243243
131.0	CUBN	0.0
68.0	TCEA1	0.0
41.0	ARID4A	0.531243243243
276.0	PFDN1	0.0
67.0	CARM1	0.823796452703
8.0	PTK2	0.0810810810811
12.0	GTF2F2	0.0
130.0	ARRB2	0.0
275.0	MYO7A	0.0
275.0	MYRIP	0.0
274.0	PSMG1	0.0
274.0	PSMG2	0.0
129.0	SH2D2A	0.0
273.0	HOXB6	0.0
273.0	PKNOX1	0.0
272.0	EIF4B	0.0
271.0	VPS29	0.0
16.0	SAP30	0.104247104247
270.0	GAB3	0.0
270.0	GRAP2	0.0
269.0	STAG2	0.0
248.0	CLTB	0.547297297297
268.0	ITCH	0.0
268.0	SPG20	0.0
128.0	RBSN	0.0
127.0	TERF2	0.0
267.0	MADCAM1	0.0
229.0	TONSL	0.0
266.0	SMAD2	0.0
266.0	TRIM33	0.0
1.0	GTF2I	0.508083823188
27.0	CXCL9	0.429054054054
126.0	EME1	0.324324324324
125.0	JAM2	0.0
265.0	NOS3	0.364864864865
265.0	BDKRB2	0.364864864865
264.0	MAP1A	0.0
264.0	MAP1B	0.0
40.0	PPARGC1A	0.356108108108
3.0	DCAF8	0.0
263.0	DAXX	0.0
124.0	PPP3CA	0.0
262.0	CAPG	0.0
66.0	PPP6R2	0.0
261.0	AMOT	0.0
261.0	NF2	0.0
123.0	GALNT1	0.243243243243
17.0	UBE2M	0.177840957516
260.0	TRAT1	0.547297297297
260.0	PIK3R1	0.547297297297
259.0	CR1	0.0
259.0	C4A	0.0
220.0	C4B	0.0
26.0	THOC3	0.0
258.0	HSPG2	0.364864864865
258.0	NID1	0.364864864865
37.0	CD44	0.398140540541
122.0	RGS16	0.0
39.0	TOP3A	0.0
121.0	AP2A2	0.0
25.0	RASSF4	0.0
257.0	MLLT1	0.0
257.0	DOT1L	0.0
256.0	EXOSC4	0.0
256.0	EXOSC5	0.0
255.0	PHC2	0.0
254.0	PPP2R5A	0.0
254.0	PPP2R1B	0.0
253.0	KNL1	0.0
253.0	BUB1	0.0
53.0	GTF3C2	0.0
53.0	GTF3C4	0.0
65.0	RPL24	0.228040540541
21.0	ANAPC10	0.165540540541
252.0	EYA3	0.0
252.0	SIX4	0.0
120.0	CPSF6	0.0
251.0	KCNJ3	0.0
251.0	KCNJ6	0.0
38.0	SF3A3	0.0
250.0	RMI2	0.0
250.0	RMI1	0.0
64.0	GNAI2	0.0
50.0	ADCY5	0.228040540541
63.0	ZPR1	0.467483108108
249.0	HCK	0.0
249.0	SOS1	0.0
37.0	TIMP1	0.398140540541
248.0	HIP1	0.547297297297
62.0	IRAK1	0.0
119.0	PLSCR1	0.243243243243
247.0	EEF1G	0.0
246.0	RNF19A	0.547297297297
246.0	SOD1	0.547297297297
118.0	COPS5	0.0
118.0	COPS7B	0.0
245.0	SELPLG	0.0
245.0	SELE	0.0
36.0	GGA2	0.0
32.0	AGO2	0.0
117.0	KMT5A	0.0
23.0	SP1	0.263513513514
244.0	IL12B	0.0
244.0	IL12RB1	0.0
23.0	GATA2	0.263513513514
35.0	KARS	0.0
61.0	LEO1	0.0
243.0	SMC6	0.0
243.0	SMC5	0.0
20.0	NUMBL	0.0
34.0	PPM1D	0.0
60.0	SNRPD1	0.0
24.0	STRN4	0.0
116.0	ITGA2	0.432432432432
242.0	RXFP2	0.364864864865
241.0	SGO1	0.0
241.0	PPP2R5D	0.0
115.0	MCM2	0.432432432432
240.0	OSGEP	0.0
240.0	TPRKB	0.0
1.0	TP73	0.508083823188
24.0	SLMAP	0.0
23.0	NFYB	0.263513513514
239.0	PDCD10	0.0
239.0	STK26	0.0
22.0	RANBP1	0.193130630631
238.0	FZD8	0.0
238.0	LRP6	0.0
237.0	KNG1	0.547297297297
237.0	CAPN1	0.547297297297
236.0	SREBF1	0.547297297297
53.0	GTF3C5	0.0
59.0	UPF1	0.0
14.0	RAPGEF1	0.23228206696
235.0	ATXN7	0.0
12.0	RECQL5	0.0
52.0	CD79B	0.0
58.0	EPOR	0.356313344595
234.0	ATF2	0.0
234.0	JDP2	0.0
16.0	CIITA	0.104247104247
114.0	RAD51	0.243243243243
233.0	SAP18	0.0
57.0	DCTN4	0.0
232.0	UBE4B	0.0
209.0	BUB1B	0.0
231.0	STRA13	0.0
231.0	APITD1	0.0
15.0	RPL26	0.0
230.0	SNRNP70	0.0
230.0	SRPK2	0.0
21.0	PTTG1	0.165540540541
56.0	ASXL1	0.228040540541
113.0	FAM110A	0.0
112.0	ARRDC3	0.0
20.0	UBA52	0.0
33.0	PARK7	0.42732972973
55.0	ISG15	0.0
229.0	MMS22L	0.0
51.0	PPP1CA	0.0
51.0	SH3RF2	0.0
228.0	PXMP2	0.0
228.0	PEX19	0.0
227.0	TOR1A	0.0
227.0	TOR1AIP1	0.0
226.0	NSMCE1	0.0
226.0	NSMCE3	0.0
225.0	TNRC6C	0.0
225.0	CNOT1	0.0
14.0	EPHA2	0.23228206696
224.0	LDHA	0.0
224.0	LDHB	0.0
223.0	NEDD4L	0.364864864865
222.0	PTPN2	0.0
221.0	EIF2S1	0.0
221.0	EIF2AK3	0.0
220.0	C4BPA	0.0
111.0	PCGF6	0.243243243243
54.0	CBX1	0.228040540541
12.0	ACTB	0.0
219.0	ODC1	0.0
219.0	OAZ1	0.0
218.0	SLC8A1	0.0
218.0	ANK2	0.0
103.0	LRRK2	0.0
103.0	DNM1L	0.0
53.0	GTF3C1	0.0
110.0	PUF60	0.324324324324
51.0	PPP1R9A	0.0
52.0	SLC4A1	0.0
109.0	UBXN7	0.0
7.0	FAF1	0.0
217.0	SPC24	0.0
217.0	SPC25	0.0
108.0	NFE2L1	0.0
51.0	RRP1B	0.0
216.0	SHARPIN	0.0
216.0	RBCK1	0.0
215.0	ASGR1	0.0
215.0	ASGR2	0.0
214.0	SGTA	0.547297297297
50.0	SDC4	0.228040540541
213.0	BUB3	0.0
213.0	ZNF207	0.0
107.0	NAF1	0.0
212.0	HNRNPA1	0.364864864865
212.0	HNRNPH3	0.364864864865
106.0	RNF31	0.0
105.0	GGA3	0.0
211.0	FOXP3	0.0
211.0	NFATC1	0.0
32.0	AGO1	0.0
210.0	UBE2C	0.0
210.0	ANAPC11	0.0
209.0	MAD2L1BP	0.0
104.0	KLHL3	0.0
32.0	AGO3	0.0
208.0	PTBP1	0.0
103.0	MAP2K3	0.0
207.0	SRSF1	0.0
207.0	EIF4A3	0.0
31.0	RAPGEF6	0.0
206.0	CCP110	0.0
206.0	NEURL4	0.0
20.0	UBE2V1	0.0
102.0	TPM3	0.0
205.0	ITGA6	0.0
205.0	COL17A1	0.0
204.0	GTF2H2	0.0
204.0	GTF2H4	0.0
